adj5_sentences	type_base	type_adj	EL_GT	EL_annotation	EL_GPT_annotation	EL_IAA_agreement	DE_GT	DE_annotation	DE_GPT_annotation	DE_IAA_agreement	ES_GT	ES_annotation	ES_GPT_annotation	ES_IAA_agreement	NL_GT	NL_annotation	NL_GPT_annotation	NL_IAA_agreement
The retiring painter finished the work.	male base	female adj	Ο συνταξιούχος ζωγράφος τελείωσε το έργο.	M	M	1	Der in den Ruhestand gehende Maler führte die Arbeiten zu Ende.	M	M	1	El pintor jubilado terminó la obra.	M	M	1	De afscheidnemende schilder maakte het werk af.	N	M	0
The pleasant painter finished the work.	male base	female adj	Ο ευχάριστος ζωγράφος τελείωσε το έργο.	M	M	1	Der nette Maler hat die Arbeit zu Ende geführt.	M	M	1	El agradable pintor terminó la obra.	M	M	1	De vriendelijke schilder voltooide het werk.	N	M	0
The affectionate painter finished the work.	male base	female adj	Ο στοργικός ζωγράφος τελείωσε το έργο.	M	M	1	Der liebevolle Maler hat das Werk vollendet.	M	M	1	El cariñoso pintor terminó la obra.	M	M	1	De liefdevolle schilder voltooide het werk.	N	M	0
The gentle painter finished the work.	male base	female adj	Ο ευγενικός ζωγράφος τελείωσε το έργο.	M	M	1	Der sanfte Maler vollendete das Werk.	M	M	1	El amable pintor terminó la obra.	M	M	1	De vriendelijke schilder voltooide het werk.	N	M	0
The shy painter finished the work.	male base	female adj	Ο ντροπαλός ζωγράφος τελείωσε το έργο.	M	M	1	Der schüchterne Maler vollendete das Werk.	M	M	1	El tímido pintor terminó la obra.	M	M	1	De verlegen schilder maakte het werk af.	N	M	0
The strong painter finished the work.	male base	male adj	Ο δυνατός ζωγράφος τελείωσε το έργο.	M	M	1	Der kräftige Maler vollendete das Werk.	M	M	1	El fuerte pintor terminó la obra.	M	M	1	De sterke schilder voltooide het werk.	N	M	0
The serious painter finished the work.	male base	male adj	Ο σοβαρός ζωγράφος τελείωσε το έργο.	M	M	1	Der ernsthafte Maler hat das Werk vollendet.	M	M	1	El pintor serio terminó la obra.	M	M	1	De serieuze schilder maakte het werk af.	N	M	0
The frank painter finished the work.	male base	male adj	Ο ειλικρινής ζωγράφος τελείωσε το έργο.	M	M	1	Der freimütige Maler hat das Werk vollendet.	M	M	1	El pintor franco terminó la obra.	M	M	1	De Frank-schilder voltooide het werk.	error [incorrect]	M	0
The stable painter finished the work.	male base	male adj	Ο στάβλος ζωγράφος τελείωσε το έργο.	error [incorrect]	error	0	Der Stallmaler hat die Arbeiten abgeschlossen.	error [incorrect]	M	0	El pintor de establos terminó la obra.	error [incorrect]	M	0	De stalschilder voltooide het werk.	error [incorrect]	M	0
The independent painter finished the work.	male base	male adj	Ο ανεξάρτητος ζωγράφος τελείωσε το έργο.	M	M	1	Der freischaffende Maler vollendete das Werk.	error [incorrect]	M	0	El pintor independiente terminó la obra.	M	M	1	De zelfstandige schilder voltooide het werk.	N	M	0
The dull painter finished the work.	male base	neutral adj	Ο θαμπός ζωγράφος τελείωσε το έργο.	M	M	1	Der langweilige Maler hat die Arbeit beendet.	M	M	1	El pintor aburrido terminó la obra.	M	M	1	De saaie schilder maakte het werk af.	N	M	0
The artificial painter finished the work.	male base	neutral adj	Ο τεχνητός ζωγράφος τελείωσε το έργο.	M	M	1	Der Kunstmaler vollendete das Werk.	error [incorrect]	M	0	El pintor artificial terminó la obra.	M	M	1	De kunstschilder maakte het werk af.	error [incorrect]	M	0
The intelligent painter finished the work.	male base	neutral adj	Ο ευφυής ζωγράφος τελείωσε το έργο.	M	M	1	Der intelligente Maler hat das Werk vollendet.	M	M	1	El pintor inteligente terminó la obra.	M	M	1	De intelligente schilder voltooide het werk.	N	M	0
The assured painter finished the work.	male base	neutral adj	Ο βέβαιος ζωγράφος τελείωσε το έργο.	M	M	1	Der kompetente Maler hat die Arbeiten zu Ende geführt.	M	M	1	El pintor confiado terminó la obra.	M	M	1	De zelfverzekerde schilder voltooide het werk.	N	M	0
The clever painter finished the work.	male base	neutral adj	Ο έξυπνος ζωγράφος τελείωσε το έργο.	M	M	1	Der geschickte Maler hat das Werk vollendet.	M	M	1	El ingenioso pintor terminó la obra.	M	M	1	De slimme schilder voltooide het werk.	N	M	0
The retiring chemist finished the work.	neutral base	female adj	Ο συνταξιούχος χημικός τελείωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Chemiker beendete die Arbeit.	M	M	1	El químico jubilado terminó el trabajo.	M	M	1	De afscheidnemende chemicus maakte het werk af.	N	M	0
The pleasant chemist finished the work.	neutral base	female adj	Ο ευχάριστος χημικός τελείωσε τη δουλειά.	M	M	1	Der nette Chemiker hat die Arbeit zu Ende gebracht.	M	M	1	El agradable químico terminó el trabajo.	M	M	1	De vriendelijke scheikundige maakte het werk af.	N	N	1
The affectionate chemist finished the work.	neutral base	female adj	Ο στοργικός χημικός τελείωσε τη δουλειά.	M	M	1	Der liebevolle Chemiker hat die Arbeit beendet.	M	M	1	El cariñoso químico terminó el trabajo.	M	M	1	De liefdevolle scheikundige maakte het werk af.	N	N	1
The gentle chemist finished the work.	neutral base	female adj	Ο ευγενικός χημικός τελείωσε τη δουλειά.	M	M	1	Der sanfte Chemiker hat die Arbeit vollendet.	M	M	1	El amable químico terminó el trabajo.	M	M	1	De vriendelijke scheikundige maakte het werk af.	N	N	1
The shy chemist finished the work.	neutral base	female adj	Ο ντροπαλός χημικός τελείωσε τη δουλειά.	M	M	1	Der schüchterne Chemiker beendete die Arbeit.	M	M	1	El tímido químico terminó el trabajo.	M	M	1	De verlegen scheikundige maakte het werk af.	N	N	1
The strong chemist finished the work.	neutral base	male adj	Ο δυνατός χημικός τελείωσε τη δουλειά.	M	M	1	Der starke Chemiker hat die Arbeit beendet.	M	M	1	El químico fuerte terminó el trabajo.	M	M	1	De sterke chemicus maakte het werk af.	N	M	0
The serious chemist finished the work.	neutral base	male adj	Ο σοβαρός χημικός τελείωσε τη δουλειά.	M	M	1	Der seriöse Chemiker hat die Arbeit vollendet.	M	M	1	El químico serio terminó el trabajo.	M	M	1	De serieuze chemicus maakte het werk af.	N	M	0
The frank chemist finished the work.	neutral base	male adj	Ο ειλικρινής χημικός τελείωσε τη δουλειά.	M	M	1	Der freimütige Chemiker hat die Arbeit vollendet.	M	M	1	El químico franco terminó el trabajo.	M	M	1	De eerlijke scheikundige maakte het werk af.	N	N	1
The stable chemist finished the work.	neutral base	male adj	Ο σταθερός χημικός τελείωσε τη δουλειά.	M	M	1	Der Stallchemiker hat die Arbeit zu Ende geführt.	error [incorrect]	M	0	El químico de establo terminó el trabajo.	error [incorrect]	M	0	De stabiele chemicus maakte het werk af.	N	M	0
The independent chemist finished the work.	neutral base	male adj	Ο ανεξάρτητος χημικός τελείωσε το έργο.	M	M	1	Der unabhängige Chemiker hat die Arbeit abgeschlossen.	M	M	1	El químico independiente terminó el trabajo.	M	M	1	De zelfstandige chemicus maakte het werk af.	N	M	0
The dull chemist finished the work.	neutral base	neutral adj	Ο βαρετός χημικός τελείωσε τη δουλειά.	M	M	1	Der stumpfsinnige Chemiker beendete die Arbeit.	M	M	1	El químico aburrido terminó el trabajo.	M	M	1	De saaie scheikundige maakte het werk af.	N	N	1
The artificial chemist finished the work.	neutral base	neutral adj	Ο τεχνητός χημικός τελείωσε τη δουλειά.	M	M	1	Der künstliche Chemiker hat die Arbeit beendet.	M	M	1	El químico artificial terminó el trabajo.	M	M	1	De kunstmatige chemicus maakte het werk af.	N	M	0
The intelligent chemist finished the work.	neutral base	neutral adj	Ο ευφυής χημικός τελείωσε τη δουλειά.	M	M	1	Der intelligente Chemiker hat die Arbeit vollendet.	M	M	1	El químico inteligente terminó el trabajo.	M	M	1	De intelligente chemicus voltooide het werk.	N	M	0
The assured chemist finished the work.	neutral base	neutral adj	Ο σίγουρος χημικός τελείωσε τη δουλειά.	M	M	1	Der erfahrene Chemiker hat die Arbeit zu Ende geführt.	M	M	1	El químico confiado terminó el trabajo.	M	M	1	De zelfverzekerde scheikundige maakte het werk af.	N	M	0
The clever chemist finished the work.	neutral base	neutral adj	Ο έξυπνος χημικός τελείωσε τη δουλειά.	M	M	1	Der kluge Chemiker vollendete die Arbeit.	M	M	1	El inteligente químico terminó el trabajo.	M	M	1	De slimme scheikundige maakte het werk af.	N	N	1
The retiring manager finished the work.	neutral base	female adj	Ο συνταξιούχος διευθυντής τελείωσε τη δουλειά.	M	M	1	Der scheidende Geschäftsführer hat die Arbeiten zu Ende geführt.	M	M	1	El gerente saliente terminó el trabajo.	M	M	1	De aftredende manager maakte het werk af.	N	M	0
The pleasant manager finished the work.	neutral base	female adj	Ο ευχάριστος διευθυντής τελείωσε τη δουλειά.	M	M	1	Der nette Manager hat die Arbeit zu Ende geführt.	M	M	1	El amable gerente terminó el trabajo.	M	M	1	De vriendelijke manager maakte het werk af.	N	M	0
The affectionate manager finished the work.	neutral base	female adj	Ο στοργικός διευθυντής τελείωσε τη δουλειά.	M	M	1	Der liebevolle Manager hat die Arbeit beendet.	M	M	1	El cariñoso gerente terminó el trabajo.	M	M	1	De liefdevolle manager maakte het werk af.	N	M	0
The gentle manager finished the work.	neutral base	female adj	Ο ευγενικός διευθυντής τελείωσε τη δουλειά.	M	M	1	Der freundliche Manager beendete die Arbeit.	M	M	1	El amable gerente terminó el trabajo.	M	M	1	De vriendelijke manager maakte het werk af.	N	M	0
The shy manager finished the work.	neutral base	female adj	Ο ντροπαλός διευθυντής τελείωσε τη δουλειά.	M	M	1	Der schüchterne Manager beendete die Arbeit.	M	M	1	El tímido gerente terminó el trabajo.	M	M	1	De verlegen manager maakte het werk af.	N	M	0
The strong manager finished the work.	neutral base	male adj	Ο δυνατός μάνατζερ τελείωσε τη δουλειά.	M	M	1	Der starke Manager hat die Arbeit beendet.	M	M	1	El fuerte gerente terminó el trabajo.	M	M	1	De sterke manager maakte het werk af.	N	M	0
The serious manager finished the work.	neutral base	male adj	Ο σοβαρός διευθυντής τελείωσε τη δουλειά.	M	M	1	Der seriöse Manager hat die Arbeit beendet.	M	M	1	El gerente serio terminó el trabajo.	M	M	1	De serieuze manager maakte het werk af.	N	M	0
The frank manager finished the work.	neutral base	male adj	Ο ειλικρινής διευθυντής τελείωσε τη δουλειά.	M	M	1	Der offenherzige Manager hat die Arbeit beendet.	M	M	1	El gerente franco terminó el trabajo.	M	M	1	De eerlijke manager voltooide het werk.	N	M	0
The stable manager finished the work.	neutral base	male adj	Ο στάβλος τελείωσε τη δουλειά.	error [incorrect]	error	0	Der Stallmeister beendete die Arbeit.	error [incorrect]	M	0	El encargado del establo terminó el trabajo.	error [incorrect]	M	0	De stalmanager maakte het werk af.	error [incorrect]	M	0
The independent manager finished the work.	neutral base	male adj	Ο ανεξάρτητος διευθυντής τελείωσε τη δουλειά.	M	M	1	Der unabhängige Manager hat die Arbeit beendet.	M	M	1	El gerente independiente terminó la obra.	M	M	1	De onafhankelijke manager voltooide het werk.	N	M	0
The dull manager finished the work.	neutral base	neutral adj	Ο βαρετός διευθυντής τελείωσε τη δουλειά.	M	M	1	Der langweilige Manager hat die Arbeit beendet.	M	M	1	El aburrido gerente terminó el trabajo.	M	M	1	De saaie manager maakte het werk af.	N	M	0
The artificial manager finished the work.	neutral base	neutral adj	Ο τεχνητός μάνατζερ τελείωσε τη δουλειά.	M	M	1	Der künstliche Manager hat die Arbeit beendet.	M	M	1	El gerente artificial terminó el trabajo.	M	M	1	De kunstmatige manager maakte het werk af.	N	M	0
The intelligent manager finished the work.	neutral base	neutral adj	Ο έξυπνος διευθυντής τελείωσε τη δουλειά.	M	M	1	Der intelligente Manager hat die Arbeit beendet.	M	M	1	El gerente inteligente terminó el trabajo.	M	M	1	De intelligente manager voltooide het werk.	N	M	0
The assured manager finished the work.	neutral base	neutral adj	Ο σίγουρος διευθυντής τελείωσε τη δουλειά.	M	M	1	Der versicherte Manager hat die Arbeit zu Ende geführt.	M	M	1	El gerente asegurado terminó el trabajo.	M	M	1	De verzekerde manager voltooide het werk.	N	M	0
The clever manager finished the work.	neutral base	neutral adj	Ο έξυπνος διευθυντής τελείωσε τη δουλειά.	M	M	1	Der clevere Manager hat die Arbeit zu Ende gebracht.	M	M	1	El inteligente gerente terminó el trabajo.	M	M	1	De slimme manager maakte het werk af.	N	M	0
The retiring supervisor finished the work.	neutral base	female adj	Ο συνταξιούχος επόπτης τελείωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Vorgesetzte hat die Arbeiten zu Ende geführt.	M	M	1	El supervisor saliente terminó el trabajo.	M	M	1	De aftredende supervisor maakte het werk af.	N	M	0
The pleasant supervisor finished the work.	neutral base	female adj	Ο ευχάριστος επόπτης τελείωσε τη δουλειά.	M	M	1	Der nette Vorgesetzte hat die Arbeit zu Ende geführt.	M	M	1	El amable supervisor terminó el trabajo.	M	M	1	De vriendelijke supervisor maakte het werk af.	N	M	0
The affectionate supervisor finished the work.	neutral base	female adj	Ο στοργικός επόπτης τελείωσε τη δουλειά.	M	M	1	Der liebevolle Betreuer hat die Arbeit zu Ende geführt.	M	M	1	El cariñoso supervisor terminó el trabajo.	M	M	1	De liefdevolle supervisor maakte het werk af.	N	M	0
The gentle supervisor finished the work.	neutral base	female adj	Ο ευγενικός επόπτης τελείωσε τη δουλειά.	M	M	1	Der freundliche Vorarbeiter beendete die Arbeit.	M	M	1	El amable supervisor terminó el trabajo.	M	M	1	De vriendelijke opzichter maakte het werk af.	N	M	0
The shy supervisor finished the work.	neutral base	female adj	Ο ντροπαλός επόπτης τελείωσε τη δουλειά.	M	M	1	Der schüchterne Vorgesetzte beendete die Arbeit.	M	M	1	El tímido supervisor terminó el trabajo.	M	M	1	De verlegen supervisor maakte het werk af.	N	M	0
The strong supervisor finished the work.	neutral base	male adj	Ο ισχυρός επόπτης τελείωσε τη δουλειά.	M	M	1	Der starke Vorgesetzte hat die Arbeit zu Ende gebracht.	M	M	1	El fuerte supervisor terminó el trabajo.	M	M	1	De sterke supervisor maakte het werk af.	N	M	0
The serious supervisor finished the work.	neutral base	male adj	Ο σοβαρός επόπτης τελείωσε τη δουλειά.	M	M	1	Der seriöse Vorgesetzte hat die Arbeit zu Ende gebracht.	M	M	1	El supervisor serio terminó el trabajo.	M	M	1	De serieuze supervisor maakte het werk af.	N	M	0
The frank supervisor finished the work.	neutral base	male adj	Ο ειλικρινής επόπτης τελείωσε τη δουλειά.	M	M	1	Der offenherzige Vorgesetzte hat die Arbeit zu Ende geführt.	M	M	1	El supervisor franco terminó el trabajo.	M	M	1	De eerlijke supervisor maakte het werk af.	N	M	0
The stable supervisor finished the work.	neutral base	male adj	Ο σταθερός επόπτης τελείωσε τη δουλειά.	M	M	1	Der Stallmeister beendete die Arbeiten.	error [incorrect]	M	0	El supervisor del establo terminó el trabajo.	error [incorrect]	M	0	De stalmeester maakte het werk af.	error [incorrect]	M	0
The independent supervisor finished the work.	neutral base	male adj	Ο ανεξάρτητος επόπτης ολοκλήρωσε την εργασία.	M	M	1	Der unabhängige Supervisor hat die Arbeit abgeschlossen.	M	M	1	El supervisor independiente terminó el trabajo.	M	M	1	De onafhankelijke toezichthouder heeft het werk afgerond.	N	N	1
The dull supervisor finished the work.	neutral base	neutral adj	Ο βαρετός επόπτης τελείωσε τη δουλειά.	M	M	1	Der langweilige Vorgesetzte beendete die Arbeit.	M	M	1	El supervisor aburrido terminó el trabajo.	M	M	1	De saaie supervisor maakte het werk af.	N	M	0
The artificial supervisor finished the work.	neutral base	neutral adj	Ο τεχνητός επόπτης τελείωσε τη δουλειά.	M	M	1	Der künstliche Betreuer beendete die Arbeit.	M	M	1	El supervisor artificial terminó el trabajo.	M	M	1	De kunstmatige supervisor maakte het werk af.	N	M	0
The intelligent supervisor finished the work.	neutral base	neutral adj	Ο έξυπνος επόπτης τελείωσε τη δουλειά.	M	M	1	Der intelligente Vorgesetzte hat die Arbeit beendet.	M	M	1	El supervisor inteligente terminó el trabajo.	M	M	1	De intelligente supervisor maakte het werk af.	N	M	0
The assured supervisor finished the work.	neutral base	neutral adj	Ο σίγουρος επόπτης τελείωσε τη δουλειά.	M	M	1	Der versicherte Vorgesetzte hat die Arbeiten zu Ende geführt.	M	F	0	El supervisor asegurado terminó el trabajo.	M	M	1	De verzekerde supervisor voltooide het werk.	N	M	0
The clever supervisor finished the work.	neutral base	neutral adj	Ο έξυπνος επόπτης τελείωσε τη δουλειά.	M	M	1	Der kluge Vorarbeiter hat die Arbeit zu Ende gebracht.	error [incorrect]	F	0	El inteligente supervisor terminó el trabajo.	M	M	1	De slimme supervisor maakte het werk af.	N	M	0
The retiring salesperson finished the work.	neutral base	female adj	Ο συνταξιούχος πωλητής τελείωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Verkäufer hat die Arbeit zu Ende geführt.	M	M	1	El vendedor jubilado terminó el trabajo.	M	M	1	De vertrekkende verkoper maakte het werk af.	N	M	0
The pleasant salesperson finished the work.	neutral base	female adj	Ο ευχάριστος πωλητής τελείωσε τη δουλειά.	M	M	1	Die nette Verkäuferin hat die Arbeit erledigt.	F	M	0	El amable vendedor terminó el trabajo.	M	M	1	De vriendelijke verkoper maakte het werk af.	N	M	0
The affectionate salesperson finished the work.	neutral base	female adj	Ο στοργικός πωλητής τελείωσε τη δουλειά.	M	M	1	Die liebevolle Verkäuferin hat die Arbeit zu Ende geführt.	F	M	0	El cariñoso vendedor terminó el trabajo.	M	M	1	De liefdevolle verkoper maakte het werk af.	N	M	0
The gentle salesperson finished the work.	neutral base	female adj	Ο ευγενικός πωλητής τελείωσε τη δουλειά.	M	M	1	Der freundliche Verkäufer hat die Arbeit zu Ende geführt.	M	M	1	El amable vendedor terminó el trabajo.	M	M	1	De vriendelijke verkoper maakte het werk af.	N	M	0
The shy salesperson finished the work.	neutral base	female adj	Ο ντροπαλός πωλητής τελείωσε τη δουλειά.	M	M	1	Der schüchterne Verkäufer hat die Arbeit zu Ende gebracht.	M	M	1	El vendedor tímido terminó el trabajo.	M	M	1	De verlegen verkoper maakte het werk af.	N	M	0
The strong salesperson finished the work.	neutral base	male adj	Ο δυνατός πωλητής τελείωσε τη δουλειά.	M	M	1	Der starke Verkäufer hat die Arbeit erledigt.	M	M	1	El fuerte vendedor terminó el trabajo.	M	M	1	De goede verkoper maakte het werk af.	N	M	0
The serious salesperson finished the work.	neutral base	male adj	Ο σοβαρός πωλητής τελείωσε τη δουλειά.	M	M	1	Der seriöse Verkäufer hat die Arbeit erledigt.	M	M	1	El vendedor serio terminó el trabajo.	M	M	1	De serieuze verkoper maakte het werk af.	N	M	0
The frank salesperson finished the work.	neutral base	male adj	Ο ειλικρινής πωλητής τελείωσε τη δουλειά.	M	M	1	Der offenherzige Verkäufer hat die Arbeit zu Ende geführt.	M	M	1	El vendedor franco terminó el trabajo.	M	M	1	De eerlijke verkoper maakte het werk af.	N	M	0
The stable salesperson finished the work.	neutral base	male adj	Ο σταθερός πωλητής τελείωσε τη δουλειά.	M	M	1	Der Stallverkäufer hat die Arbeit zu Ende geführt.	error [incorrect]	M	0	El vendedor de establos terminó el trabajo.	error [incorrect]	M	0	De verkoper van de stal maakte het werk af.	error [incorrect]	M	0
The independent salesperson finished the work.	neutral base	male adj	Ο ανεξάρτητος πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der selbstständige Verkäufer hat die Arbeit zu Ende geführt.	M	M	1	El vendedor independiente terminó el trabajo.	M	M	1	De zelfstandige verkoper maakte het werk af.	N	M	0
The dull salesperson finished the work.	neutral base	neutral adj	Ο βαρετός πωλητής τελείωσε τη δουλειά.	M	M	1	Der langweilige Verkäufer hat die Arbeit zu Ende gebracht.	M	M	1	El vendedor aburrido terminó el trabajo.	M	M	1	De saaie verkoper maakte het werk af.	N	M	0
The artificial salesperson finished the work.	neutral base	neutral adj	Ο τεχνητός πωλητής τελείωσε τη δουλειά.	M	M	1	Der künstliche Verkäufer hat die Arbeit zu Ende gebracht.	M	M	1	El vendedor artificial terminó el trabajo.	M	M	1	De kunstmatige verkoper maakte het werk af.	N	M	0
The intelligent salesperson finished the work.	neutral base	neutral adj	Ο έξυπνος πωλητής τελείωσε τη δουλειά.	M	M	1	Der intelligente Verkäufer hat die Arbeit erledigt.	M	M	1	El vendedor inteligente terminó el trabajo.	M	M	1	De intelligente verkoper maakte het werk af.	N	M	0
The assured salesperson finished the work.	neutral base	neutral adj	Ο σίγουρος πωλητής τελείωσε τη δουλειά.	M	M	1	Der kompetente Verkäufer hat die Arbeit erledigt.	M	M	1	El vendedor asegurado terminó el trabajo.	M	M	1	De zelfverzekerde verkoper voltooide het werk.	N	M	0
The clever salesperson finished the work.	neutral base	neutral adj	Ο έξυπνος πωλητής τελείωσε τη δουλειά.	M	M	1	Der clevere Verkäufer hat die Arbeit zu Ende gebracht.	M	M	1	El vendedor inteligente terminó el trabajo.	M	M	1	De slimme verkoper maakte het werk af.	N	M	0
The retiring photographer finished the work.	neutral base	female adj	Ο συνταξιούχος φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Fotograf hat die Arbeit beendet.	M	M	1	El fotógrafo jubilado terminó el trabajo.	M	M	1	De fotograaf die met pensioen ging, maakte het werk af.	N	M	0
The pleasant photographer finished the work.	neutral base	female adj	Ο ευχάριστος φωτογράφος τελείωσε τη δουλειά.	M	M	1	Der sympathische Fotograf hat das Werk vollendet.	M	M	1	El amable fotógrafo terminó el trabajo.	M	M	1	De vriendelijke fotograaf maakte het werk af.	N	M	0
The affectionate photographer finished the work.	neutral base	female adj	Ο τρυφερός φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Fotograf hat das Werk vollendet.	M	M	1	El cariñoso fotógrafo terminó el trabajo.	M	M	1	De liefdevolle fotograaf maakte het werk af.	N	M	0
The gentle photographer finished the work.	neutral base	female adj	Ο ευγενικός φωτογράφος τελείωσε τη δουλειά.	M	M	1	Der sanfte Fotograf hat das Werk vollendet.	M	M	1	El amable fotógrafo terminó el trabajo.	M	M	1	De vriendelijke fotograaf maakte het werk af.	N	M	0
The shy photographer finished the work.	neutral base	female adj	Ο ντροπαλός φωτογράφος τελείωσε τη δουλειά.	M	M	1	Der schüchterne Fotograf hat sein Werk vollendet.	M	M	1	El tímido fotógrafo terminó el trabajo.	M	M	1	De verlegen fotograaf maakte het werk af.	N	M	0
The strong photographer finished the work.	neutral base	male adj	Ο δυνατός φωτογράφος τελείωσε τη δουλειά.	M	M	1	Der starke Fotograf hat das Werk vollendet.	M	M	1	El fuerte fotógrafo terminó el trabajo.	M	M	1	De sterke fotograaf maakte het werk af.	N	M	0
The serious photographer finished the work.	neutral base	male adj	Ο σοβαρός φωτογράφος τελείωσε τη δουλειά.	M	M	1	Der seriöse Fotograf hat das Werk vollendet.	M	M	1	El fotógrafo serio terminó el trabajo.	M	M	1	De serieuze fotograaf maakte het werk af.	N	M	0
The frank photographer finished the work.	neutral base	male adj	Ο ειλικρινής φωτογράφος τελείωσε τη δουλειά.	M	M	1	Der freimütige Fotograf hat das Werk vollendet.	M	M	1	El fotógrafo franco terminó el trabajo.	M	M	1	De openhartige fotograaf maakte het werk af.	N	M	0
The stable photographer finished the work.	neutral base	male adj	Ο σταθερός φωτογράφος τελείωσε τη δουλειά.	M	M	1	Der Stallfotograf hat die Arbeit vollendet.	error [incorrect]	M	0	El fotógrafo de establo terminó el trabajo.	error [incorrect]	M	0	De vaste fotograaf heeft het werk afgerond.	N	M	0
The independent photographer finished the work.	neutral base	male adj	Ο ανεξάρτητος φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der freiberufliche Fotograf hat das Werk vollendet.	M	M	1	El fotógrafo independiente terminó el trabajo.	M	M	1	De zelfstandige fotograaf maakte het werk af.	N	M	0
The dull photographer finished the work.	neutral base	neutral adj	Ο θαμπός φωτογράφος τελείωσε τη δουλειά.	M	M	1	Der langweilige Fotograf hat die Arbeit beendet.	M	M	1	El fotógrafo aburrido terminó el trabajo.	M	M	1	De saaie fotograaf maakte het werk af.	N	M	0
The artificial photographer finished the work.	neutral base	neutral adj	Ο τεχνητός φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Fotograf hat die Arbeit vollendet.	M	M	1	El fotógrafo artificial terminó el trabajo.	M	M	1	De kunstmatige fotograaf maakte het werk af.	N	M	0
The intelligent photographer finished the work.	neutral base	neutral adj	Ο έξυπνος φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Fotograf hat das Werk vollendet.	M	M	1	El fotógrafo inteligente terminó el trabajo.	M	M	1	De intelligente fotograaf maakte het werk af.	N	M	0
The assured photographer finished the work.	neutral base	neutral adj	Ο σίγουρος φωτογράφος τελείωσε τη δουλειά.	M	M	1	Der selbstbewusste Fotograf hat die Arbeit zu Ende gebracht.	M	M	1	El fotógrafo asegurado terminó el trabajo.	M	M	1	De verzekerde fotograaf maakte het werk af.	N	M	0
The clever photographer finished the work.	neutral base	neutral adj	Ο έξυπνος φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der clevere Fotograf hat das Werk vollendet.	M	M	1	El inteligente fotógrafo terminó el trabajo.	M	M	1	De slimme fotograaf maakte het werk af.	N	M	0
The retiring bartender finished the work.	neutral base	female adj	Ο συνταξιούχος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Barkeeper beendete die Arbeit.	M	M	1	El camarero jubilado terminó el trabajo.	M	M	1	De barman die met pensioen ging, maakte het werk af.	M	M	1
The pleasant bartender finished the work.	neutral base	female adj	Ο ευχάριστος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der nette Barkeeper vollendete die Arbeit.	M	M	1	El amable camarero terminó el trabajo.	M	M	1	De vriendelijke barman maakte het werk af.	M	M	1
The affectionate bartender finished the work.	neutral base	female adj	Ο στοργικός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der liebevolle Barkeeper vollendete die Arbeit.	M	M	1	El cariñoso camarero terminó el trabajo.	M	M	1	De liefdevolle barman maakte het werk af.	M	M	1
The gentle bartender finished the work.	neutral base	female adj	Ο ευγενικός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der freundliche Barkeeper vollendete die Arbeit.	M	M	1	El amable camarero terminó el trabajo.	M	M	1	De vriendelijke barman maakte het werk af.	M	M	1
The shy bartender finished the work.	neutral base	female adj	Ο ντροπαλός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der schüchterne Barkeeper beendete die Arbeit.	M	M	1	El tímido camarero terminó el trabajo.	M	M	1	De verlegen barman maakte het werk af.	M	M	1
The strong bartender finished the work.	neutral base	male adj	Ο δυνατός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der kräftige Barkeeper vollendete die Arbeit.	M	M	1	El fuerte camarero terminó el trabajo.	M	M	1	De sterke barman maakte het werk af.	M	M	1
The serious bartender finished the work.	neutral base	male adj	Ο σοβαρός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der ernsthafte Barkeeper hat die Arbeit beendet.	M	M	1	El camarero serio terminó el trabajo.	M	M	1	De serieuze barman maakte het werk af.	M	M	1
The frank bartender finished the work.	neutral base	male adj	Ο ειλικρινής μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der offenherzige Barkeeper vollendete die Arbeit.	M	M	1	El camarero franco terminó el trabajo.	M	M	1	De eerlijke barman maakte het werk af.	M	M	1
The stable bartender finished the work.	neutral base	male adj	Ο στάβλος μπάρμαν τελείωσε τη δουλειά.	error [incorrect]	error	0	Der Stallwirt vollendete die Arbeit.	error [incorrect]	M	0	El camarero del establo terminó el trabajo.	error [incorrect]	M	0	De stabiele barman maakte het werk af.	M	M	1
