adj5_sentences	type_base	type_adj	EL_DeepL	EL_annotation	EL_GPT_annotation	EL_IAA_agreement	DE_DeepL	DE_annotation	DE_GPT_annotation	DE_IAA_agreement	ES_DeepL	ES_annotation	ES_GPT_annotation	ES_IAA_agreement	NL_DeepL	NL_annotation	NL_GPT_annotation	NL_IAA_agreement
The stable painter finished the work.	male base	male adj	Ο ελαιοχρωματιστής του στάβλου τελείωσε το έργο.	error [incorrect]	M	0	Der Stallmaler hat die Arbeit beendet.	error [incorrect]	M	0	El pintor del establo terminó el trabajo.	error [incorrect]	M	0	De stalschilder maakte het werk af.	error [incorrect]	M	0
The independent painter finished the work.	male base	male adj	Ο ανεξάρτητος ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der unabhängige Maler beendete die Arbeit.	M	M	1	El pintor independiente terminó la obra.	M	M	1	De onafhankelijke schilder maakte het werk af.	N	M	0
The dull painter finished the work.	male base	neutral adj	Ο βαρετός ζωγράφος τελείωσε το έργο.	M	M	1	Der stumpfe Maler beendete die Arbeit.	M	M	1	El pintor aburrido terminó el trabajo.	M	M	1	De saaie schilder maakte het werk af.	N	M	0
The artificial painter finished the work.	male base	neutral adj	Ο τεχνητός ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der Kunstmaler hat die Arbeit beendet.	M	M	1	El pintor artificial terminó la obra.	M	M	1	De kunstschilder maakte het werk af.	error [incorrect]	M	0
The intelligent painter finished the work.	male base	neutral adj	Ο ευφυής ζωγράφος τελείωσε το έργο.	M	M	1	Der intelligente Maler beendete das Werk.	M	M	1	El pintor inteligente terminó la obra.	M	M	1	De intelligente schilder maakte het werk af.	N	M	0
The assured painter finished the work.	male base	neutral adj	Ο σίγουρος ζωγράφος τελείωσε το έργο.	M	M	1	Der versicherte Maler beendete die Arbeit.	M	M	1	El pintor asegurado terminó el trabajo.	M	M	1	De zekere schilder maakte het werk af.	N	M	0
The clever painter finished the work.	male base	neutral adj	Ο έξυπνος ζωγράφος τελείωσε το έργο.	M	M	1	Der kluge Maler beendete das Werk.	M	M	1	El hábil pintor terminó la obra.	M	M	1	De slimme schilder maakte het werk af.	N	M	0
The retiring chemist finished the work.	neutral base	female adj	Ο συνταξιοδοτούμενος χημικός ολοκλήρωσε την εργασία.	M	M	1	Der scheidende Chemiker beendete die Arbeit.	M	M	1	El químico jubilado terminó el trabajo.	M	M	1	De scheikundige die met pensioen ging, maakte het werk af.	N	M	0
The pleasant chemist finished the work.	neutral base	female adj	Ο ευχάριστος χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der sympathische Chemiker beendete die Arbeit.	M	M	1	El agradable químico terminó el trabajo.	M	M	1	De aardige apotheker maakte het werk af.	N	M	0
The affectionate chemist finished the work.	neutral base	female adj	Ο στοργικός χημικός τελείωσε τη δουλειά.	M	M	1	Der liebevolle Chemiker beendete die Arbeit.	M	M	1	El afectuoso químico terminó el trabajo.	M	M	1	De liefhebbende chemicus maakte het werk af.	N	M	0
The gentle chemist finished the work.	neutral base	female adj	Ο ευγενικός χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Chemiker beendete die Arbeit.	M	M	1	El gentil químico terminó el trabajo.	M	M	1	De zachtaardige chemicus maakte het werk af.	N	M	0
The shy chemist finished the work.	neutral base	female adj	Ο ντροπαλός χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Chemiker beendete seine Arbeit.	M	M	1	El tímido químico terminó el trabajo.	M	M	1	De verlegen chemicus maakte het werk af.	N	M	0
The strong chemist finished the work.	neutral base	male adj	Ο ισχυρός χημικός ολοκλήρωσε το έργο.	M	M	1	Der starke Chemiker beendete die Arbeit.	M	M	1	El fuerte químico terminó el trabajo.	M	M	1	De sterke chemicus maakte het werk af.	N	M	0
The serious chemist finished the work.	neutral base	male adj	Ο σοβαρός χημικός ολοκλήρωσε την εργασία.	M	M	1	Der seriöse Chemiker beendete seine Arbeit.	M	M	1	El químico serio terminó el trabajo.	M	M	1	De serieuze chemicus maakte het werk af.	N	M	0
The frank chemist finished the work.	neutral base	male adj	Ο ειλικρινής χημικός ολοκλήρωσε το έργο.	M	M	1	Der offene Chemiker beendete die Arbeit.	M	M	1	El químico franco terminó el trabajo.	M	M	1	De openhartige chemicus maakte het werk af.	N	M	0
The stable chemist finished the work.	neutral base	male adj	Ο σταθερός χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der Stallchemiker hat die Arbeit beendet.	error [incorrect]	M	0	El químico del establo terminó el trabajo.	error [incorrect]	M	0	De staldrogist maakte het werk af.	error [incorrect]	M	0
The independent chemist finished the work.	neutral base	male adj	Ο ανεξάρτητος χημικός ολοκλήρωσε την εργασία.	M	M	1	Der unabhängige Chemiker beendete die Arbeit.	M	M	1	El químico independiente terminó el trabajo.	M	M	1	De onafhankelijke chemicus maakte het werk af.	N	M	0
The dull chemist finished the work.	neutral base	neutral adj	Ο βαρετός χημικός τελείωσε τη δουλειά.	M	M	1	Der stumpfe Chemiker beendete die Arbeit.	M	M	1	El químico aburrido terminó el trabajo.	M	M	1	De saaie chemicus maakte het werk af.	N	M	0
The artificial chemist finished the work.	neutral base	neutral adj	Ο τεχνητός χημικός ολοκλήρωσε το έργο.	M	M	1	Der künstliche Chemiker beendete die Arbeit.	M	M	1	El químico artificial terminó el trabajo.	M	M	1	De kunstmatige chemicus maakte het werk af.	N	M	0
The intelligent chemist finished the work.	neutral base	neutral adj	Ο ευφυής χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Chemiker beendete die Arbeit.	M	M	1	El inteligente químico terminó el trabajo.	M	M	1	De intelligente chemicus maakte het werk af.	N	M	0
The assured chemist finished the work.	neutral base	neutral adj	Ο σίγουρος χημικός ολοκλήρωσε το έργο.	M	M	1	Der versicherte Chemiker beendete die Arbeit.	M	M	1	El químico asegurado terminó el trabajo.	M	M	1	De verzekerde apotheker maakte het werk af.	N	M	0
The clever chemist finished the work.	neutral base	neutral adj	Ο έξυπνος χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der kluge Chemiker beendete die Arbeit.	M	M	1	El ingenioso químico terminó el trabajo.	M	M	1	De slimme chemicus maakte het werk af.	N	M	0
The retiring manager finished the work.	neutral base	female adj	Ο διευθυντής που αποσύρθηκε τελείωσε το έργο.	M	M	1	Der scheidende Manager beendete die Arbeit.	M	M	1	El director saliente terminó el trabajo.	M	M	1	De aftredende manager maakte het werk af.	N	M	0
The pleasant manager finished the work.	neutral base	female adj	Ο ευχάριστος διευθυντής τελείωσε το έργο.	M	M	1	Der nette Manager beendete die Arbeit.	M	M	1	El agradable encargado terminó el trabajo.	M	M	1	De aangename manager maakte het werk af.	N	M	0
The affectionate manager finished the work.	neutral base	female adj	Ο στοργικός διευθυντής τελείωσε τη δουλειά.	M	M	1	Der liebevolle Manager beendete die Arbeit.	M	M	1	El afectuoso gerente terminó el trabajo.	M	M	1	De aanhankelijke manager maakte het werk af.	N	M	0
The gentle manager finished the work.	neutral base	female adj	Ο ευγενικός διευθυντής τελείωσε το έργο.	M	M	1	Der freundliche Manager beendete die Arbeit.	M	M	1	El amable encargado terminó el trabajo.	M	M	1	De zachte manager maakte het werk af.	N	M	0
The shy manager finished the work.	neutral base	female adj	Ο ντροπαλός διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Manager beendete die Arbeit.	M	M	1	El tímido encargado terminó el trabajo.	M	M	1	De verlegen manager maakte het werk af.	N	M	0
The strong manager finished the work.	neutral base	male adj	Ο ισχυρός διαχειριστής ολοκλήρωσε το έργο.	M	M	1	Der starke Manager beendete die Arbeit.	M	M	1	El gerente fuerte terminó el trabajo.	M	M	1	De sterke manager maakte het werk af.	N	M	0
The serious manager finished the work.	neutral base	male adj	Ο σοβαρός διευθυντής τελείωσε το έργο.	M	M	1	Der seriöse Manager beendete die Arbeit.	M	M	1	El gerente serio terminó el trabajo.	M	M	1	De serieuze manager maakte het werk af.	N	M	0
The frank manager finished the work.	neutral base	male adj	Ο διευθυντής frank ολοκλήρωσε το έργο.	error [incorrect]	M	0	Der Frank Manager hat die Arbeit beendet.	error [incorrect]	M	0	El encargado de la franquicia terminó el trabajo.	error [incorrect]	M	0	De frank manager maakte het werk af.	error [incorrect]	M	0
The stable manager finished the work.	neutral base	male adj	Ο υπεύθυνος του στάβλου τελείωσε τη δουλειά.	error [incorrect]	M	0	Der Stallmeister beendete die Arbeit.	error [incorrect]	M	0	El encargado del establo terminó el trabajo.	error [incorrect]	M	0	De stalmanager maakte het werk af.	error [incorrect]	M	0
The independent manager finished the work.	neutral base	male adj	Ο ανεξάρτητος διαχειριστής ολοκλήρωσε το έργο.	M	M	1	Der unabhängige Verwalter hat die Arbeit beendet.	M	M	1	El gestor independiente terminó el trabajo.	M	M	1	De onafhankelijke manager maakte het werk af.	N	M	0
The dull manager finished the work.	neutral base	neutral adj	Ο βαρετός διευθυντής τελείωσε το έργο.	M	M	1	Der langweilige Manager beendete die Arbeit.	M	M	1	El aburrido encargado terminó el trabajo.	M	M	1	De saaie manager maakte het werk af.	N	M	0
The artificial manager finished the work.	neutral base	neutral adj	Ο τεχνητός διαχειριστής ολοκλήρωσε το έργο.	M	M	1	Der künstliche Manager beendete die Arbeit.	M	M	1	El gestor de artificios terminó el trabajo.	error [incorrect]	M	0	De kunstmatige manager maakte het werk af.	N	M	0
The intelligent manager finished the work.	neutral base	neutral adj	Ο ευφυής διευθυντής ολοκλήρωσε το έργο.	M	M	1	Der intelligente Manager hat die Arbeit beendet.	M	M	1	El gestor inteligente terminó el trabajo.	M	M	1	De intelligente manager maakte het werk af.	N	M	0
The assured manager finished the work.	neutral base	neutral adj	Ο σίγουρος διαχειριστής ολοκλήρωσε το έργο.	M	M	1	Der versicherte Manager beendete die Arbeit.	M	M	1	El encargado asegurado terminó el trabajo.	M	M	1	De verzekerde manager maakte het werk af.	N	M	0
The clever manager finished the work.	neutral base	neutral adj	Ο έξυπνος διευθυντής τελείωσε το έργο.	M	M	1	Der clevere Manager beendete die Arbeit.	M	M	1	El astuto encargado terminó el trabajo.	M	M	1	De slimme manager maakte het werk af.	N	M	0
The retiring supervisor finished the work.	neutral base	female adj	Ο προϊστάμενος που αποσύρθηκε τελείωσε το έργο.	M	M	1	Der scheidende Betreuer beendete die Arbeit.	M	M	1	El supervisor que se retiraba terminó el trabajo.	M	M	1	De aftredende opzichter maakte het werk af.	N	M	0
The pleasant supervisor finished the work.	neutral base	female adj	Ο ευχάριστος επόπτης ολοκλήρωσε την εργασία.	M	M	1	Die angenehme Aufsichtsperson beendete die Arbeit.	N	F	0	El agradable supervisor terminó el trabajo.	M	M	1	De prettige supervisor maakte het werk af.	N	M	0
The affectionate supervisor finished the work.	neutral base	female adj	Ο στοργικός επόπτης τελείωσε το έργο.	M	M	1	Die liebevolle Betreuerin beendete die Arbeit.	F	F	1	El afectuoso supervisor terminó el trabajo.	M	M	1	De liefhebbende opzichter maakte het werk af.	N	M	0
The gentle supervisor finished the work.	neutral base	female adj	Ο ευγενικός επόπτης τελείωσε το έργο.	M	M	1	Der sanfte Aufseher beendete die Arbeit.	M	M	1	El amable supervisor terminó el trabajo.	M	M	1	De zachtaardige opzichter maakte het werk af.	N	M	0
The shy supervisor finished the work.	neutral base	female adj	Ο ντροπαλός επόπτης ολοκλήρωσε το έργο.	M	M	1	Der schüchterne Aufseher beendete die Arbeit.	M	M	1	El tímido supervisor terminó el trabajo.	M	M	1	De verlegen opzichter maakte het werk af.	N	M	0
The strong supervisor finished the work.	neutral base	male adj	Ο ισχυρός επόπτης ολοκλήρωσε το έργο.	M	M	1	Der starke Aufseher beendete die Arbeit.	M	M	1	El fuerte supervisor terminó el trabajo.	M	M	1	De sterke opzichter maakte het werk af.	N	M	0
The serious supervisor finished the work.	neutral base	male adj	Ο σοβαρός επόπτης ολοκλήρωσε το έργο.	M	M	1	Der seriöse Betreuer beendete die Arbeit.	M	M	1	El supervisor serio terminó el trabajo.	M	M	1	De serieuze opzichter maakte het werk af.	N	M	0
The frank supervisor finished the work.	neutral base	male adj	Ο ειλικρινής επόπτης ολοκλήρωσε το έργο.	M	M	1	Der Freiberufler beendete die Arbeit.	error [incorrect]	M	0	El supervisor franco terminó el trabajo.	M	M	1	De openhartige opzichter maakte het werk af.	N	M	0
The stable supervisor finished the work.	neutral base	male adj	Ο επόπτης του στάβλου ολοκλήρωσε τις εργασίες.	error [incorrect]	M	0	Der Stallmeister beendete die Arbeit.	error [incorrect]	M	0	El supervisor del establo terminó el trabajo.	error [incorrect]	M	0	De stalopzichter maakte het werk af.	error [incorrect]	M	0
The independent supervisor finished the work.	neutral base	male adj	Ο ανεξάρτητος επόπτης ολοκλήρωσε το έργο.	M	M	1	Die unabhängige Aufsichtsbehörde beendete die Arbeit.	error [incorrect]	F	0	El supervisor independiente terminó el trabajo.	M	M	1	De onafhankelijke toezichthouder maakte het werk af.	N	M	0
The dull supervisor finished the work.	neutral base	neutral adj	Ο βαρετός επόπτης ολοκλήρωσε το έργο.	M	M	1	Der langweilige Aufseher beendete die Arbeit.	M	M	1	El supervisor aburrido terminó el trabajo.	M	M	1	De saaie opzichter maakte het werk af.	N	M	0
The artificial supervisor finished the work.	neutral base	neutral adj	Ο τεχνητός επόπτης ολοκλήρωσε το έργο.	M	M	1	Der künstliche Betreuer beendete die Arbeit.	M	M	1	El supervisor artificial terminó el trabajo.	M	M	1	De kunstmatige supervisor maakte het werk af.	N	M	0
The intelligent supervisor finished the work.	neutral base	neutral adj	Ο ευφυής επόπτης ολοκλήρωσε το έργο.	M	M	1	Die intelligente Aufsichtsperson beendete die Arbeit.	N	F	0	El inteligente supervisor terminó el trabajo.	M	M	1	De intelligente opzichter maakte het werk af.	N	M	0
The assured supervisor finished the work.	neutral base	neutral adj	Ο σίγουρος επόπτης ολοκλήρωσε το έργο.	M	M	1	Die versicherte Aufsichtsperson beendete die Arbeit.	N	F	0	El supervisor asegurado terminó el trabajo.	M	M	1	De verzekerde opzichter maakte het werk af.	N	M	0
The clever supervisor finished the work.	neutral base	neutral adj	Ο έξυπνος επόπτης ολοκλήρωσε το έργο.	M	M	1	Der clevere Betreuer beendete die Arbeit.	M	M	1	El inteligente supervisor terminó el trabajo.	M	M	1	De slimme opzichter maakte het werk af.	N	M	0
The retiring salesperson finished the work.	neutral base	female adj	Ο αποχωρών πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der scheidende Verkäufer beendete die Arbeit.	M	M	1	El vendedor que se jubilaba terminó el trabajo.	M	M	1	De aftredende verkoper maakte het werk af.	N	M	0
The pleasant salesperson finished the work.	neutral base	female adj	Ο ευχάριστος πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Verkäufer beendete die Arbeit.	M	M	1	El agradable vendedor terminó el trabajo.	M	M	1	De vriendelijke verkoper maakte het werk af.	N	M	0
The affectionate salesperson finished the work.	neutral base	female adj	Ο στοργικός πωλητής τελείωσε τη δουλειά.	M	M	1	Die liebevolle Verkäuferin beendete die Arbeit.	F	F	1	El afectuoso vendedor terminó el trabajo.	M	M	1	De vriendelijke verkoper maakte het werk af.	N	M	0
The gentle salesperson finished the work.	neutral base	female adj	Ο ευγενικός πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Verkäufer beendete die Arbeit.	M	M	1	El amable vendedor terminó el trabajo.	M	M	1	De vriendelijke verkoper maakte het werk af.	N	M	0
The shy salesperson finished the work.	neutral base	female adj	Ο ντροπαλός πωλητής τελείωσε τη δουλειά.	M	M	1	Die schüchterne Verkäuferin beendete die Arbeit.	F	F	1	El tímido vendedor terminó el trabajo.	M	M	1	De verlegen verkoper maakte het werk af.	N	M	0
The strong salesperson finished the work.	neutral base	male adj	Ο ισχυρός πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Verkäufer beendete die Arbeit.	M	M	1	El vendedor fuerte terminó el trabajo.	M	M	1	De sterke verkoper maakte het werk af.	N	M	0
The serious salesperson finished the work.	neutral base	male adj	Ο σοβαρός πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der seriöse Verkäufer beendete die Arbeit.	M	M	1	El vendedor serio terminó el trabajo.	M	M	1	De serieuze verkoper maakte het werk af.	N	M	0
The frank salesperson finished the work.	neutral base	male adj	Ο ειλικρινής πωλητής ολοκλήρωσε την εργασία.	M	M	1	Der offene Verkäufer beendete die Arbeit.	M	M	1	El vendedor franco terminó el trabajo.	M	M	1	De openhartige verkoper maakte het werk af.	N	M	0
The stable salesperson finished the work.	neutral base	male adj	Ο σταθερός πωλητής τελείωσε τη δουλειά.	M	M	1	Der Verkäufer im Stall beendete die Arbeit.	error [incorrect]	M	0	El vendedor del establo terminó el trabajo.	error [incorrect]	M	0	De stalverkoper maakte het werk af.	error [incorrect]	M	0
The independent salesperson finished the work.	neutral base	male adj	Ο ανεξάρτητος πωλητής ολοκλήρωσε την εργασία.	M	M	1	Der selbständige Verkäufer hat die Arbeit beendet.	M	M	1	El vendedor independiente terminó el trabajo.	M	M	1	De onafhankelijke verkoper maakte het werk af.	N	M	0
The dull salesperson finished the work.	neutral base	neutral adj	Ο βαρετός πωλητής τελείωσε τη δουλειά.	M	M	1	Die langweilige Verkäuferin beendete die Arbeit.	F	F	1	El vendedor aburrido terminó el trabajo.	M	M	1	De saaie verkoper maakte het werk af.	N	M	0
The artificial salesperson finished the work.	neutral base	neutral adj	Ο τεχνητός πωλητής τελείωσε τη δουλειά.	M	M	1	Die künstliche Verkäuferin beendete die Arbeit.	F	F	1	El vendedor artificial terminó el trabajo.	M	M	1	De kunstmatige verkoper maakte het werk af.	N	M	0
The intelligent salesperson finished the work.	neutral base	neutral adj	Ο έξυπνος πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Die intelligente Verkäuferin beendete die Arbeit.	F	F	1	El inteligente vendedor terminó el trabajo.	M	M	1	De intelligente verkoper maakte het werk af.	N	M	0
The assured salesperson finished the work.	neutral base	neutral adj	Ο σίγουρος πωλητής ολοκλήρωσε την εργασία.	M	M	1	Der versicherte Verkäufer beendete die Arbeit.	M	M	1	El vendedor asegurado terminó el trabajo.	M	M	1	De verzekerde verkoper maakte het werk af.	N	M	0
The clever salesperson finished the work.	neutral base	neutral adj	Ο έξυπνος πωλητής τελείωσε τη δουλειά.	M	M	1	Die clevere Verkäuferin beendete die Arbeit.	F	F	1	El avispado vendedor terminó el trabajo.	M	M	1	De slimme verkoper maakte het werk af.	N	M	0
The retiring photographer finished the work.	neutral base	female adj	Ο συνταξιοδοτούμενος φωτογράφος ολοκλήρωσε το έργο.	M	M	1	Der scheidende Fotograf beendete die Arbeit.	M	M	1	El fotógrafo que se jubila terminó el trabajo.	M	M	1	De fotograaf die met pensioen ging, maakte het werk af.	N	M	0
The pleasant photographer finished the work.	neutral base	female adj	Ο ευχάριστος φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der sympathische Fotograf beendete seine Arbeit.	M	M	1	El agradable fotógrafo terminó el trabajo.	M	M	1	De aardige fotograaf maakte het werk af.	N	M	0
The affectionate photographer finished the work.	neutral base	female adj	Ο στοργικός φωτογράφος ολοκλήρωσε το έργο.	M	M	1	Der liebevolle Fotograf beendete die Arbeit.	M	M	1	El afectuoso fotógrafo terminó el trabajo.	M	M	1	De liefhebbende fotograaf maakte het werk af.	N	M	0
The gentle photographer finished the work.	neutral base	female adj	Ο ευγενικός φωτογράφος ολοκλήρωσε το έργο.	M	M	1	Der freundliche Fotograf beendete die Arbeit.	M	M	1	El amable fotógrafo terminó el trabajo.	M	M	1	De zachtaardige fotograaf maakte het werk af.	N	M	0
The shy photographer finished the work.	neutral base	female adj	Ο ντροπαλός φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Fotograf beendete seine Arbeit.	M	M	1	El tímido fotógrafo terminó el trabajo.	M	M	1	De verlegen fotograaf maakte het werk af.	N	M	0
The strong photographer finished the work.	neutral base	male adj	Ο δυνατός φωτογράφος ολοκλήρωσε το έργο.	M	M	1	Der starke Fotograf beendete die Arbeit.	M	M	1	El fotógrafo fuerte terminó el trabajo.	M	M	1	De sterke fotograaf maakte het werk af.	N	M	0
The serious photographer finished the work.	neutral base	male adj	Ο σοβαρός φωτογράφος ολοκλήρωσε το έργο του.	M	M	1	Der seriöse Fotograf hat seine Arbeit beendet.	M	M	1	El fotógrafo serio terminó el trabajo.	M	M	1	De serieuze fotograaf maakte het werk af.	N	M	0
The frank photographer finished the work.	neutral base	male adj	Ο ειλικρινής φωτογράφος ολοκλήρωσε το έργο.	M	M	1	Der freimütige Fotograf hat die Arbeit beendet.	M	M	1	El fotógrafo franco terminó el trabajo.	M	M	1	De openhartige fotograaf maakte het werk af.	N	M	0
The stable photographer finished the work.	neutral base	male adj	Ο φωτογράφος του στάβλου ολοκλήρωσε το έργο.	error [incorrect]	M	0	Der Stallfotograf hat die Arbeit beendet.	error [incorrect]	M	0	El fotógrafo del establo terminó el trabajo.	error [incorrect]	M	0	De stalfotograaf maakte het werk af.	error [incorrect]	M	0
The independent photographer finished the work.	neutral base	male adj	Ο ανεξάρτητος φωτογράφος ολοκλήρωσε το έργο.	M	M	1	Der unabhängige Fotograf hat die Arbeit beendet.	M	M	1	El fotógrafo independiente terminó el trabajo.	M	M	1	De onafhankelijke fotograaf maakte het werk af.	N	M	0
The dull photographer finished the work.	neutral base	neutral adj	Ο βαρετός φωτογράφος τελείωσε το έργο.	M	M	1	Der langweilige Fotograf beendete seine Arbeit.	M	M	1	El fotógrafo aburrido terminó el trabajo.	M	M	1	De saaie fotograaf maakte het werk af.	N	M	0
The artificial photographer finished the work.	neutral base	neutral adj	Ο τεχνητός φωτογράφος ολοκλήρωσε το έργο.	M	M	1	Der künstliche Fotograf hat die Arbeit beendet.	M	M	1	El fotógrafo artificial terminó el trabajo.	M	M	1	De kunstfotograaf maakte het werk af.	error [incorrect]	M	0
The intelligent photographer finished the work.	neutral base	neutral adj	Ο ευφυής φωτογράφος ολοκλήρωσε το έργο.	M	M	1	Der intelligente Fotograf hat seine Arbeit beendet.	M	M	1	El inteligente fotógrafo terminó el trabajo.	M	M	1	De intelligente fotograaf maakte het werk af.	N	M	0
The assured photographer finished the work.	neutral base	neutral adj	Ο σίγουρος φωτογράφος ολοκλήρωσε το έργο.	M	M	1	Der überzeugte Fotograf beendete die Arbeit.	M	M	1	El fotógrafo asegurado terminó el trabajo.	M	M	1	De verzekerde fotograaf maakte het werk af.	N	M	0
The clever photographer finished the work.	neutral base	neutral adj	Ο έξυπνος φωτογράφος ολοκλήρωσε το έργο.	M	M	1	Der clevere Fotograf hat das Werk vollendet.	M	M	1	El inteligente fotógrafo terminó el trabajo.	M	M	1	De slimme fotograaf maakte het werk af.	N	M	0
The retiring bartender finished the work.	neutral base	female adj	Ο μπάρμαν που αποσύρθηκε τελείωσε τη δουλειά.	M	M	1	Der scheidende Barkeeper beendete die Arbeit.	M	M	1	El camarero jubilado terminó el trabajo.	M	M	1	De aftredende barman maakte het werk af.	M	M	1
The pleasant bartender finished the work.	neutral base	female adj	Ο ευχάριστος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der nette Barkeeper beendete seine Arbeit.	M	M	1	El agradable camarero terminó el trabajo.	M	M	1	De vriendelijke barman maakte het werk af.	M	M	1
The affectionate bartender finished the work.	neutral base	female adj	Ο στοργικός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der liebevolle Barkeeper beendete die Arbeit.	M	M	1	El afectuoso camarero terminó el trabajo.	M	M	1	De vriendelijke barman maakte het werk af.	M	M	1
The gentle bartender finished the work.	neutral base	female adj	Ο ευγενικός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der freundliche Barkeeper beendete die Arbeit.	M	M	1	El amable camarero terminó el trabajo.	M	M	1	De vriendelijke barman maakte het werk af.	M	M	1
The shy bartender finished the work.	neutral base	female adj	Ο ντροπαλός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der schüchterne Barkeeper beendete seine Arbeit.	M	M	1	El tímido camarero terminó el trabajo.	M	M	1	De verlegen barman maakte het werk af.	M	M	1
The strong bartender finished the work.	neutral base	male adj	Ο δυνατός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der starke Barkeeper beendete die Arbeit.	M	M	1	El fuerte camarero terminó el trabajo.	M	M	1	De sterke barman maakte het werk af.	M	M	1
The serious bartender finished the work.	neutral base	male adj	Ο σοβαρός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der seriöse Barkeeper beendete seine Arbeit.	M	M	1	El camarero serio terminó el trabajo.	M	M	1	De serieuze barman maakte het werk af.	M	M	1
The frank bartender finished the work.	neutral base	male adj	Ο ειλικρινής μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der offene Barkeeper beendete die Arbeit.	M	M	1	El camarero franco terminó el trabajo.	M	M	1	De openhartige barman maakte het werk af.	M	M	1
The stable bartender finished the work.	neutral base	male adj	Ο σταθερός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der stabile Barkeeper beendete die Arbeit.	M	M	1	El camarero del establo terminó el trabajo.	error [incorrect]	M	0	De stalbarman maakte het werk af.	error [incorrect]	M	0
The independent bartender finished the work.	neutral base	male adj	Ο ανεξάρτητος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der unabhängige Barkeeper beendete die Arbeit.	M	M	1	El camarero independiente terminó el trabajo.	M	M	1	De onafhankelijke barman maakte het werk af.	M	M	1
The dull bartender finished the work.	neutral base	neutral adj	Ο βαρετός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der langweilige Barkeeper beendete die Arbeit.	M	M	1	El aburrido camarero terminó el trabajo.	M	M	1	De saaie barman maakte het werk af.	M	M	1
The artificial bartender finished the work.	neutral base	neutral adj	Ο τεχνητός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der künstliche Barkeeper beendete die Arbeit.	M	M	1	El camarero artificial terminó el trabajo.	M	M	1	De kunstmatige barman maakte het werk af.	M	M	1
The intelligent bartender finished the work.	neutral base	neutral adj	Ο έξυπνος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der intelligente Barkeeper beendete seine Arbeit.	M	M	1	El inteligente camarero terminó el trabajo.	M	M	1	De intelligente barman maakte het werk af.	M	M	1
The assured bartender finished the work.	neutral base	neutral adj	Ο σίγουρος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der versicherte Barkeeper beendete die Arbeit.	M	M	1	El asegurado camarero terminó el trabajo.	M	M	1	De verzekerde barman maakte het werk af.	M	M	1
The clever bartender finished the work.	neutral base	neutral adj	Ο έξυπνος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der clevere Barkeeper beendete die Arbeit.	M	M	1	El astuto camarero terminó el trabajo.	M	M	1	De slimme barman maakte het werk af.	M	M	1
The retiring dispatcher finished the work.	neutral base	female adj	Ο αποστρατευόμενος αποστολέας ολοκλήρωσε το έργο.	error [incorrect]	M	0	Der scheidende Disponent beendete die Arbeit.	M	M	1	El despachador que se jubila terminó el trabajo.	M	M	1	De aftredende treindienstleider maakte het werk af.	N	M	0
The pleasant dispatcher finished the work.	neutral base	female adj	Ο ευχάριστος αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der nette Disponent beendete die Arbeit.	M	M	1	El agradable despachador terminó el trabajo.	M	M	1	De aardige centralist maakte het werk af.	N	M	0
The affectionate dispatcher finished the work.	neutral base	female adj	Ο στοργικός αποστολέας τελείωσε τη δουλειά.	M	M	1	Die liebevolle Disponentin beendete die Arbeit.	F	F	1	El afectuoso despachador terminó el trabajo.	M	M	1	De vriendelijke verzender maakte het werk af.	N	M	0
