adj5_sentences	type_base	type_adj	EL_EuroLLM	EL_annotation	EL_GPT_annotation	EL_IAA_agreement	DE_EuroLLM	DE_annotation	DE_GPT_annotation	DE_IAA_agreement	ES_EuroLLM	ES_annotation	ES_GPT_annotation	ES_IAA_agreement	NL_EuroLLM	NL_annotation	NL_GPT_annotation	NL_IAA_agreement
The dull machinist finished the work.	male base	neutral adj	Ο μονότονος μηχανικός τελείωσε τη δουλειά.	M	M	1	Der geduldige Maschinenbauer beendete die Arbeit.	M	error	0	El maquinista rutinario terminó el trabajo.	M	M	1	De saaie machinebouwer had het werk klaar.	error [incorrect]	M	0
The artificial machinist finished the work.	male base	neutral adj	Ο τεχνητός μηχανουργός ολοκλήρωσε την εργασία.	M	M	1	Die künstliche Maschine hat die Arbeit beendet.	error [incorrect]	M	0	El maquinista artificial terminó el trabajo.	M	M	1	De geïmiteerde machinist had het werk af.	error [incorrect]	M	0
The intelligent machinist finished the work.	male base	neutral adj	Ο εξυπνότερος εργάτης μηχανουργίας τελείωσε τη δουλειά.	error [incorrect]	M	0	Der intelligente Mechaniker vollendete die Arbeit.	M	M	1	El mecánico inteligente terminó el trabajo.	M	M	1	Het intelligente machinist heeft het werk afgemaakt.	error [incorrect]	M	0
The assured machinist finished the work.	male base	neutral adj	Ο σίγουρος μηχανικός τέλειωσε τη δουλειά.	M	M	1	Der zuverlässige Maschinist beendete die Arbeit.	M	error	0	El maquinista asegurado terminó el trabajo.	M	M	1	De verzekerde machinist heeft het werk voltooid.	N	M	0
The clever machinist finished the work.	male base	neutral adj	Ο έξυπνος μηχανικός τελείωσε τη δουλειά.	M	M	1	Der kluge Maschinenbauer hat die Arbeit beendet.	M	error	0	El ingenioso mecánico terminó el trabajo.	M	M	1	De slimme machinist had het werk af.	N	M/F	0
The retiring painter finished the work.	male base	female adj	Ο αποχωρών ζωγράφος τελείωσε το έργο.	M	M	1	Der pensionierte Maler beendete die Arbeit.	M	M	1	El pintor que se jubila terminó la obra.	M	M	1	De schilder die met pensioen ging, had het werk af.	N	F	0
The pleasant painter finished the work.	male base	female adj	Ο ευχάριστος ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der genussvolle Maler beendete die Arbeit.	M	M	1	El artista agradable finalizó la obra.	M	M	1	De prettige schilder had het werk voltooid.	N	F	0
The affectionate painter finished the work.	male base	female adj	Ο τρυφερός ζωγράφος τελείωσε το έργο.	M	M	1	Der liebevolle Maler beendete die Arbeit.	M	M	1	El pintor cariñoso terminó la obra.	M	M	1	De warme kunstschilder heeft het werk afgerond.	N	F	0
The gentle painter finished the work.	male base	female adj	Ο ήρεμος ζωγράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Maler fertigte das Werk ab.	M	F	0	El pintor gentil terminó la obra.	M	M	1	De zachte schilder had het werk af.	N	F	0
The shy painter finished the work.	male base	female adj	O ντροπαλός ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der schüchterne Maler hat das Werk beendet.	M	F	0	El pintor tímido terminó la obra.	M	M	1	De verlegen schilder heeft het werk afgerond.	N	F	0
The strong painter finished the work.	male base	male adj	Ο δυνατός ζωγράφος ολοκλήρωσε την εργασία.	M	M	1	Der starke Maler beendete die Arbeit.	M	M	1	El	error [incorrect]	M	0	De sterke schilder had het werk af.	N	F	0
The serious painter finished the work.	male base	male adj	Ο σοβαρός ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der ernsthafte Maler beendete die Arbeit.	M	M	1	El serio pintor terminó la obra.	M	M	1	De serieuze schilder maakte het werk af.	N	M/F	0
The frank painter finished the work.	male base	male adj	Ο ειλικρινής ζωγράφος τελείωσε το έργο.	M	M	1	Der direkte Maler hat das Werk beendet.	M	M	1	El pintor franco completó la obra.	M	M	1	De eerlijke schilder heeft het werk voltooid.	N	F	0
The stable painter finished the work.	male base	male adj	Ο ζωγράφος του στάβλου τελείωσε την εργασία.	error [mixed]	M	0	The stable painter completed the work.	error [incorrect]	M	0	El pintor estable terminó el trabajo.	M	M	1	De schilder van de stal heeft het werk afgemaakt.	error [incorrect]	M/F	0
The independent painter finished the work.	male base	male adj	Ο ανεξάρτητος ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der unabhängige Maler beendete die Arbeit.	M	M	1	El pintor independiente finalizó el trabajo.	M	M	1	De zelfstandige schilder heeft het werk afgemaakt.	N	M	0
The dull painter finished the work.	male base	neutral adj	Ο κουρασμένος ζωγράφος τελείωσε το έργο.	M	M	1	Der langweilige Maler beendete die Arbeit.	M	M	1	El pintor aburrido terminó el trabajo.	M	M	1	De saaie schilder is klaar met het werk.	N	F	0
The artificial painter finished the work.	male base	neutral adj	Ο τεχνητός ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der künstliche Maler beendete die Arbeit.	M	M	1	El pintor artificial terminó el trabajo.	M	M	1	De kunstmatige schilder heeft het werk voltooid.	N	M/F	0
The intelligent painter finished the work.	male base	neutral adj	Ο έξυπνος ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der intelligente Maler beendete die Arbeit.	M	M	1	El pintor inteligente terminó el trabajo.	M	M	1	De intelligente schilder heeft het werk afgemaakt.	N	F	0
The assured painter finished the work.	male base	neutral adj	Ο βέβαιος ζωγράφος ολοκλήρωσε την εργασία.	M	M	1	Der versicherte Maler beendete die Arbeit.	M	M	1	El pintor asegurado terminó el trabajo.	M	M	1	De verzekerde schilder heeft het werk afgemaakt.	N	F	0
The clever painter finished the work.	male base	neutral adj	Ο έξυπνος ζωγράφος τελείωσε τη δουλειά.	M	M	1	Der kluge Maler hat die Arbeit beendet.	M	M	1	El pintor ingenioso completó la obra.	M	M	1	De slimme schilder is klaar met zijn werk.	error [incorrect]	F	0
The retiring chemist finished the work.	neutral base	female adj	Ο χημικός σε αποστρατεία ολοκλήρωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Chemiker be	error [incorrect]	M	0	El químico que se retira terminó el trabajo.	M	M	1	De emeritus scheikundige had de werkzaamheden afgerond.	N	F	0
The pleasant chemist finished the work.	neutral base	female adj	Ο ευγενικός χημικός τελείωσε τη δουλειά.	M	M	1	Der angenehme Chemiker hat das Werk beendet.	M	M	1	El agradable químico terminó el trabajo.	M	M	1	De aangename chemicus had het werk af.	N	F	0
The affectionate chemist finished the work.	neutral base	female adj	Ο τρυφερός χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Chemiker beendete die Arbeit.	M	M	1	El afable químico finalizó el trabajo.	M	M	1	De liefdevolle scheikundige maakte het werk af.	N	M	0
The gentle chemist finished the work.	neutral base	female adj	Ο διακριτικός χημικός ολοκλήρωσε τη δουλειά.	error [incorrect]	M	0	Der sanfte Chemiker beendete die Arbeit.	M	F	0	El gentil químico terminó el trabajo.	M	M	1	De zachte scheikundige maakte het werk af.	N	F	0
The shy chemist finished the work.	neutral base	female adj	Ο ντροπαλός χημικός τελείωσε τη δουλειά.	M	M	1	Der schüchterne Chemiker beendete die Arbeit.	M	F	0	El tímido químico terminó el trabajo.	M	M	1	De verlegen scheikundige heeft het werk voltooid.	N	F	0
The strong chemist finished the work.	neutral base	male adj	Ο δυνατός χημικός τελείωσε τη δουλειά.	M	F	0	Der starke Chemiker hat das Werk beendet.	M	F	0	El fuerte químico terminó el trabajo.	M	M	1	De sterke chemicus had het werk af.	N	M	0
The serious chemist finished the work.	neutral base	male adj	Ο σοβαρός χημικός τελείωσε την εργασία.	M	M	1	Der ernsthafte Chemiker hat die Arbeit beendet.	M	F	0	El químico serio terminó el trabajo.	M	M	1	De serieuze chemicus heeft het werk afgerond.	N	F	0
The frank chemist finished the work.	neutral base	male adj	Ο ειλικρινής χημικός τελείωσε τη δουλειά.	M	M	1	Der ehrliche Chemiker beendete die Arbeit.	M	F	0	El químico franco finalizó el trabajo.	M	M	1	De openhartige apotheker heeft het werk afgerond.	N	F	0
The stable chemist finished the work.	neutral base	male adj	Ο σταθερός χημικός τέλειωσε τη δουλειά.	M	M	1	Der stabile Chemiker hat die Arbeit beendet.	M	M	1	El farmacéutico terminó su trabajo.	error [incorrect]	M	0	De stabiele chemicus heeft zijn werk voltooid.	error [incorrect]	F	0
The independent chemist finished the work.	neutral base	male adj	Ο ανεξάρτητος χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der freie Apotheker beendete die Arbeit.	M	F	0	El químico independiente terminó el trabajo.	M	M	1	De zelfstandige apotheker heeft het werk afgemaakt.	N	F	0
The dull chemist finished the work.	neutral base	neutral adj	Ο μουγγός χημικός τελείωσε τη δουλειά.	error [incorrect]	M	0	Der langsame Chemiker hat die Arbeit beendet.	M	F	0	El aburrido químico terminó el trabajo.	M	M	1	De saaie chemicus voltooide het werk.	N	F	0
The artificial chemist finished the work.	neutral base	neutral adj	Ο τεχνητός χημικός ολοκλήρωσε την εργασία.	M	M	1	Der künstliche Chemiker beendete die Arbeit.	M	M	1	El químico artificial terminó el trabajo.	M	M	1	De kunstmatige scheikundige heeft het werk afgerond.	N	F	0
The intelligent chemist finished the work.	neutral base	neutral adj	Ο έξυπνος χημικός τελείωσε τη δουλειά.	M	F	0	Der intelligente Chemiker beendete die Arbeit.	M	M	1	El químico inteligente terminó el trabajo.	M	M	1	De slimme chemicus heeft het werk afgerond.	N	F	0
The assured chemist finished the work.	neutral base	neutral adj	Ο βεβαιωμένος χημικός τελείωσε τη δουλειά.	M	M	1	Der gewährleistete Chemiker beendete die Arbeit.	M	F	0	El químico afirmado terminó el trabajo.	M	M	1	De verzekerde apotheker heeft het werk afgerond.	N	F	0
The clever chemist finished the work.	neutral base	neutral adj	Ο έξυπνος χημικός τελείωσε τη δουλειά.	M	M	1	Der clevere Chemiker hat die Arbeit abgeschlossen.	M	F	0	El inteligente químico terminó el trabajo.	M	M	1	De slimme scheikundige heeft het werk afgemaakt.	N	F	0
The retiring manager finished the work.	neutral base	female adj	Ο αποχωρών διευθυντής έφερε εις πέρας το έργο.	M	M	1	Der abtretende Manager beendete die Arbeit.	M	F	0	El gerente jubilado terminó el trabajo.	M	M	1	De aftredende manager heeft het werk afgerond.	N	F	0
The pleasant manager finished the work.	neutral base	female adj	Η ευχάριστη διευθύντρια τελείωσε τη δουλειά.	F	M	0	Der freundliche Manager hat die Arbeit fertiggestellt.	M	F	0	El agradable gerente terminó el trabajo.	M	M	1	De prettige beheerder maakte het werk af.	N	F	0
The affectionate manager finished the work.	neutral base	female adj	Ο στοργικός διευθυντής τελείωσε τη δουλειά.	M	M	1	Der hingebungsvolle Manager hat die Arbeit beendet.	M	M	1	El afectuoso gerente terminó el trabajo.	M	M	1	De attente manager maakte het werk af.	N	F	0
The gentle manager finished the work.	neutral base	female adj	Ο απαλός διαχειριστής τελείωσε την εργασία.	error [incorrect]	M	0	Der nachgiebige Manager beendete die Arbeit.	M	F	0	El amable gerente terminó el trabajo.	M	M	1	De rustige manager had het werk af.	N	M	0
The shy manager finished the work.	neutral base	female adj	Ο ντροπαλός διευθυντής τελείωσε τη δουλειά.	M	M	1	Der schüchterne Leiter beendete die Arbeit.	M	F	0	El jefe tímido terminó el trabajo.	M	M	1	De verlegen manager heeft het werk afgerond.	N	F	0
The strong manager finished the work.	neutral base	male adj	Ο δυνατός διαχειριστής τελείωσε τη δουλειά.	M	M	1	Der kompetente Manager hat seine Arbeit beendet.	M	F	0	El gerente fuerte terminó el trabajo.	M	M	1	De sterke manager heeft het werk afgerond.	N	F	0
The serious manager finished the work.	neutral base	male adj	Το σοβαρός μάνατζερ τελείωσε την δουλειά.	error [incorrect]	M	0	Der seriöse Manager hat die Arbeit abgeschlossen.	M	F	0	El serio gerente terminó la tarea.	M	M	1	De serieuze manager heeft het werk afgemaakt.	N	F	0
The frank manager finished the work.	neutral base	male adj	Ο ειλικρινής διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	The honest manager finished the work.	error [incorrect]	F	0	El gerente franco terminó el trabajo.	M	M	1	De onbeschaamde manager voltooide het werk.	N	F	0
The stable manager finished the work.	neutral base	male adj	Ο κτηνοτρόφος τελείωσε τη δουλειά.	error [incorrect]	M	0	Der Stallverwalter beendete die Arbeit.	error [incorrect]	error	0	El gerente de la establo terminó el trabajo.	error [incorrect]	M	0	De stallenbeheerder heeft het werk afgerond.	error [incorrect]	M	0
The independent manager finished the work.	neutral base	male adj	Ο ανεξάρτητος διαχειριστής τελείωσε τη δουλειά.	M	M	1	Der unabhängige Manager hat die Arbeit abgeschlossen.	M	M	1	El administrador independiente terminó el trabajo.	M	M	1	De onafhankelijke manager heeft het werk afgerond.	N	M	0
The dull manager finished the work.	neutral base	neutral adj	Ο μονότονος μάνατζερ ολοκλήρωσε την εργασία.	M	M	1	Der langweiliger Manager hat die Arbeit beendet.	M	error	0	El jefe aburrido finalizó el trabajo.	M	M	1	De saaie manager heeft het werk afgemaakt.	N	M	0
The artificial manager finished the work.	neutral base	neutral adj	Ο τεχνητός διαχειριστής ολοκλήρωσε την εργασία.	M	M	1	Der künstliche Manager beendete die Arbeit.	M	F	0	El gerente artificial terminó el trabajo.	M	M	1	De kunstmatige manager had het werk af.	N	M/F	0
The intelligent manager finished the work.	neutral base	neutral adj	Ο έξυπνος διευθυντής τελείωσε τη δουλειά.	M	M	1	Der intelligente Manager hat die Arbeit beendet.	M	F	0	El gerente inteligente terminó el trabajo.	M	M	1	De intelligente manager had het werk afgerond.	N	M	0
The assured manager finished the work.	neutral base	neutral adj	Ο σίγουρος διευθυντής ολοκλήρωσε το έργο.	M	M	1	Der Manager hat die Arbeit fertiggestellt.	error [incorrect]	error	0	El gerente seguro terminó el trabajo.	M	M	1	De overtuigende manager had het werk afgerond.	N	M	0
The clever manager finished the work.	neutral base	neutral adj	Ο έξυπνος διευθυντής ολοκλήρωσε την εργασία.	M	M	1	Der kluge Manager beendete die Arbeit	M	M	1	El ingenioso gerente terminó el trabajo.	M	M	1	De slimme manager heeft het werk afgerond.	N	F	0
The retiring supervisor finished the work.	neutral base	female adj	Ο αποχωρών επόπτης ολοκλήρωσε το έργο.	M	M	1	Der scheidende Vorgesetzte hat die Arbeit abgeschlossen.	M	M	1	El supervisor que se jubila terminó el trabajo.	M	M	1	De vertrekkende supervisor heeft het werk afgerond.	N	M	0
The pleasant supervisor finished the work.	neutral base	female adj	Ο ευχάριστος επόπτης ολοκλήρωσε την εργασία.	M	M	1	Der nette Vorgesetzte hat die Arbeit beendet.	M	F	0	El agradable supervisor terminó el trabajo.	M	M	1	De prettige supervisor heeft het werk afgerond.	N	M	0
The affectionate supervisor finished the work.	neutral base	female adj	Ο στοργικός προϊστάμενος τελείωσε τη δουλειά.	M	M	1	Der liebevolle Vorgesetzte beendete die Arbeit.	M	F	0	El supervisor cariñoso terminó el trabajo.	M	M	1	De liefhebbende supervisor maakte het werk af.	N	M/F	0
The gentle supervisor finished the work.	neutral base	female adj	Ο αρχηγός με ήπια διάθεση τελείωσε την εργασία.	error [incorrect]	M	0	Der sanfte Chef hat die Arbeit beendet.	M	M	1	El supervisor gentil terminó el trabajo.	M	M	1	De rustige baas had het werk afgerond.	N	M	0
The shy supervisor finished the work.	neutral base	female adj	Το ντροπαλό αφεντικό τελείωσε τη δουλειά.	M	M	1	Der schüchterne Vorgesetzte beendete die Arbeit.	M	F	0	El supervisor tímido terminó el trabajo.	M	M	1	De verlegen supervisor heeft het werk voltooid.	N	Error	0
The strong supervisor finished the work.	neutral base	male adj	Ο έμπειρος επόπτης ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Vorgesetzte beendete die Arbeit.	M	F	0	El supervisor fuerte terminó el trabajo.	M	M	1	De sterke toezichthouder heeft het werk afgemaakt.	N	M	0
The serious supervisor finished the work.	neutral base	male adj	Ο σοβαρός επόπτης τελείωσε τη δουλειά.	M	M	1	Der angesehene Vorgesetzte beendete die Arbeit.	M	F	0	El supervisor serio finalizó el trabajo.	M	M	1	De serieuze supervisor heeft de klus afgerond.	N	M	0
The frank supervisor finished the work.	neutral base	male adj	Ο ειλικρινής επόπτης τελείωσε τη δουλειά.	M	M	1	Der ehrliche Vorgesetzte beendete die Arbeit.	M	M	1	El sincero supervisor terminó el trabajo.	M	M	1	De eerlijke supervisor had de klus klaar.	N	M	0
The stable supervisor finished the work.	neutral base	male adj	Ο επιβλέπων της αμαξοστοιχίας τελείωσε τη δουλειά.	error [incorrect]	M	0	Der Stallwart hat die Arbeit beendet.	error [incorrect]	error	0	El supervisor del establo terminó el trabajo.	error [incorrect]	M	0	De staldeur was af.	error [incorrect]	M	0
The independent supervisor finished the work.	neutral base	male adj	Ο ανεξάρτητος επόπτης ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Aufseher hat die Arbeit beendet.	M	M	1	El supervisor independiente terminó el trabajo.	M	M	1	Het onafhankelijk toezichthouder heeft het werk afgerond.	error [incorrect]	M	0
The dull supervisor finished the work.	neutral base	neutral adj	Ο τεμπέλης επόπτης είχε τελειώσει τη δουλειά.	M	M	1	Der unmotivierte Vorgesetzte beendete die Arbeit.	M	M	1	El torpe jefe terminó con su trabajo.	M	M	1	De saaie leidinggevende had de klus af.	N	M	0
The artificial supervisor finished the work.	neutral base	neutral adj	Ο τεχνητός επόπτης ολοκλήρωσε την εργασία.	M	M	1	Der künstliche Supervisor beendete die Arbeit.	M	M	1	El supervisor artificial terminó el trabajo.	M	M	1	De kunstmatige supervisor had het werk afgerond.	N	F	0
The intelligent supervisor finished the work.	neutral base	neutral adj	Ο έξυπνος επόπτης τελείωσε τη δουλειά.	M	M	1	Der intelligente Vorgesetzte hat die Arbeit beendet.	M	M	1	El supervisor inteligente terminó el trabajo.	M	M	1	De intelligente supervisor heeft het werk afgemaakt.	N	F	0
The assured supervisor finished the work.	neutral base	neutral adj	Ο σίγουρος επόπτης ολοκλήρωσε την εργασία.	F	F	1	Das versicherte Kontrollpersonal hat die Arbeit beendet.	error [incorrect]	M	0	El supervisor aseguró que el trabajo estaba terminado.	error [incorrect]	M	0	De verantwoordelijke toezichthouder heeft het werk afgemaakt.	N	M	0
The clever supervisor finished the work.	neutral base	neutral adj	Ο έξυπνος επόπτης τελείωσε τη δουλειά.	M	M	1	Der kluge Vorgesetzte hat die Arbeit fertiggestellt.	M	M	1	El supervisor inteligente terminó el trabajo.	M	M	1	Het slimme supervisor had het werk af.	error [incorrect]	M/F	0
The retiring salesperson finished the work.	neutral base	female adj	Ο συνταξιοδοτούμενος πωλητής τελείωσε την εργασία.	M	M	1	Der ausscheidende Verkäufer hat die Arbeit fertiggestellt.	M	M	1	El vendedor que se retiraba terminó el trabajo.	M	M	1	De aftredende verkoper heeft het werk voltooid.	N	M	0
The pleasant salesperson finished the work.	neutral base	female adj	Ο ωραίος πωλητής τελείωσε τη δουλειά.	M	M	1	Die nette Verkäuferin hat die Arbeit erledigt.	F	F	1	El amable vendedor terminó el trabajo.	M	M	1	De vriendelijke verkoper had de klus afgerond.	N	M	0
The affectionate salesperson finished the work.	neutral base	female adj	Ο στοργικός πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Die freundliche Verkäuferin beendete die Arbeit.	F	F	1	El afable vendedor terminó el trabajo.	M	M	1	De beminnelijke verkoper heeft zijn werk gedaan.	error [incorrect]	M	0
The gentle salesperson finished the work.	neutral base	female adj	Ο ευγενικός πωλητής ολοκλήρωσε την εργασία.	M	M	1	Der höfliche Verkäufer beendete die Arbeit.	M	F	0	El amable empleado de ventas terminó el trabajo.	M	M	1	De rustige verkoper had zijn werk af.	error [incorrect]	M/F	0
The shy salesperson finished the work.	neutral base	female adj	Ο ντροπαλός πωλητής τελείωσε τη δουλειά.	M	M	1	Der schüchterne Verkäufer hat seine Arbeit beendet.	M	F	0	El tímido vendedor terminó el trabajo.	M	M	1	De verlegen verkoper heeft het werk afgerond.	N	M	0
The strong salesperson finished the work.	neutral base	male adj	Ο δυναμικός πωλητής ολοκλήρωσε την εργασία.	M	M	1	Der starke Verkäufer beendete die Arbeit.	M	F	0	El vendedor estrella terminó el trabajo.	error [incorrect]	M	0	De sterke verkoper heeft het werk afgemaakt.	N	M	0
The serious salesperson finished the work.	neutral base	male adj	Ο σοβαρός πωλητής τελείωσε τη δουλειά.	M	M	1	Der ernsthafte Verkäufer hat die Arbeit beendet.	M	M	1	El profesional serio terminó el trabajo.	error [incorrect]	M	0	De serieuze verkoper had het werk af.	N	M	0
The frank salesperson finished the work.	neutral base	male adj	Ο ειλικρινής πωλητής τελείωσε την δουλειά.	M	M	1	Der ehrliche Verkäufer beendete die Arbeit.	M	M	1	El sincera vendedor terminó el trabajo.	error [incorrect]	M	0	De directe verkoper heeft het werk afgerond.	N	M	0
The stable salesperson finished the work.	neutral base	male adj	Ο πωλητής του καταστήματος ολοκλήρωσε την εργασία του.	error [incorrect]	M	0	Der Verkäufer im Geschäft hatte die Arbeit beendet.	error [incorrect]	F	0	El vendedor estable terminó el trabajo.	M	M	1	De stabiele verkoper had het werk afgerond.	N	M	0
The independent salesperson finished the work.	neutral base	male adj	Ο ανεξάρτητος πωλητής τελείωσε τη δουλειά.	M	M	1	Ein selbständiger Verkäufer beendete die Arbeit.	error [incorrect]	F	0	El vendedor independiente terminó el trabajo.	M	M	1	De onafhankelijke verkoper had het werk af.	N	M	0
The dull salesperson finished the work.	neutral base	neutral adj	Ο μονότονος πωλητής τελείωσε τη δουλειά.	M	M	1	Der langweilige Verkäufer beendete die Arbeit.	M	F	0	El aburrido representante de ventas terminó el trabajo.	M	M	1	De saaie verkoper heeft het werk afgemaakt.	N	M	0
The artificial salesperson finished the work.	neutral base	neutral adj	O τεχνητός πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Verkäufer schloß die Arbeit ab.	M	M	1	El vendedor artificial terminó el trabajo.	M	M	1	Kunstmatige verkoopster heeft het werk afgemaakt.	error [incorrect]	M	0
The intelligent salesperson finished the work.	neutral base	neutral adj	Ο έξυπνος πωλητής τελείωσε τη δουλειά.	M	M	1	Der intelligente Verkäufer hat die Arbeit beendet.	M	M	1	El vendedor inteligente terminó el trabajo.	M	M	1	De intelligente verkoper had de werkzaamheden voltooid.	N	M	0
The assured salesperson finished the work.	neutral base	neutral adj	Ο σίγουρος πωλητής τελείωσε τη δουλειά.	M	M	1	Der versprochene Verkäufer beendete die Arbeit.	M	F	0	El vendedor seguro terminó el trabajo.	M	M	1	De verzekerde verkoper had het werk af.	N	M	0
The clever salesperson finished the work.	neutral base	neutral adj	Ο έξυπνος πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Die clevere Verkäuferin/der clevere Verkäufer erledigte die Arbeit.	N	F	0	El vendedor inteligente terminó el trabajo.	M	M	1	De slimme verkoper had zijn werk af.	error [incorrect]	M	0
The retiring photographer finished the work.	neutral base	female adj	Ο φωτογράφος που αποχωρεί ολοκλήρωσε την εργασία.	M	M	1	Der aus dem Dienst scheidende Fotograf beendete die Arbeit.	M	F	0	El fotógrafo que se retira completó el trabajo.	M	M	1	De op pensioen gaande fotograaf heeft het werk afgemaakt.	N	M	0
The pleasant photographer finished the work.	neutral base	female adj	Ο ευχάριστος φωτογράφος έκανε το έργο.	M	M	1	The pleasant photographer has finished the work.	error [incorrect]	F	0	El agradable fotógrafo terminó el trabajo.	M	M	1	De sympathieke fotograaf had het werk af.	N	M	0
The affectionate photographer finished the work.	neutral base	female adj	Ο στοργικός φωτογράφος τελείωσε την εργασία.	M	M	1	Der liebevolle Fotograf hat die Arbeit beendet.	M	F	0	El fotógrado cariñoso terminó el trabajo.	M	M	1	De lieve fotograaf heeft het werk afgemaakt.	N	M	0
The gentle photographer finished the work.	neutral base	female adj	Ο απαλός φωτογράφος έβαλε τις τελευταίες πινελιές στο έργο	error [incorrect]	M	0	Der sanfte Fotograf hat die Arbeit vollendet.	M	F	0	El fotógrafo delicado terminó el trabajo.	M	M	1	De toegankelijke fotograaf heeft het werk voltooid.	N	M/F	0
The shy photographer finished the work.	neutral base	female adj	Ο ντροπαλός φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Fotograf beendete die Arbeit.	M	M	1	El fotógrafo tímido terminó la faena.	M	M	1	De verlegen fotograaf was klaar met zijn werk.	error [incorrect]	M	0
The strong photographer finished the work.	neutral base	male adj	Ο καλός φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Fotograf hat das Werk beendet.	M	M	1	El fotoreportero experimentado terminó el trabajo.	error [incorrect]	M	0	The strong photographer finished the work.	error [incorrect]	M	0
The serious photographer finished the work.	neutral base	male adj	Ο σοβαρός φωτογράφος τελείωσε το έργο.	M	M	1	Der ernsthafte Fotograf hat die Arbeit beendet.	M	F	0	El fotógrafo serio terminó el trabajo.	M	M	1	De professionele fotograaf is klaar met zijn werk.	error [incorrect]	M	0
The frank photographer finished the work.	neutral base	male adj	Ο ειλικρινής φωτογράφος τελείωσε τη δουλειά.	M	M	1	Der ehrliche Fotograf beendete die Arbeit.	M	F	0	El fotógrafo franco completó el trabajo.	M	M	1	De eerlijke fotograaf heeft het werk afgerond.	N	M	0
The stable photographer finished the work.	neutral base	male adj	Ο φωτογράφος του αλόγου τελείωσε τη δουλειά.	error [incorrect]	M	0	Der stabile Fotograf hat die Arbeit beendet.	M	M	1	El fotógrafo estable terminó el trabajo.	M	M	1	De stabiele fotograaf heeft het werk voltooid.	N	M	0
The independent photographer finished the work.	neutral base	male adj	Ο ανεξάρτητος φωτογράφος ολοκλήρωσε την εργασία του.	M	F	0	Der freie Fotograf beendete die Arbeit.	M	N	0	El fotógrafo independiente terminó el trabajo.	M	M	1	De freelance fotograaf heeft het werk afgerond.	N	M	0
The dull photographer finished the work.	neutral base	neutral adj	Ο θλιμμένος φωτογράφος ολοκλήρωσε την εργασία.	error [incorrect]	F	0	Der langweilige Fotograf beendete die Arbeit.	M	F	0	El aburrido fotógrafo acabó su trabajo.	M	M	1	De saaie fotograaf heeft het werk afgerond.	N	M	0
The artificial photographer finished the work.	neutral base	neutral adj	Ο καλλιτεχνικός φωτογράφος ολοκλήρωσε τη δουλειά.	error [incorrect]	F	0	Der künstliche Fotograf hat die Arbeit beendet.	M	F	0	El fotógrafo artificial terminó el trabajo.	M	M	1	De kunstmatige fotograaf had het werk af.	N	M	0
The intelligent photographer finished the work.	neutral base	neutral adj	Ο ικανός φωτογράφος τελείωσε την δουλειά.	M	F	0	Der intelligente Fotograf beendete die Arbeit.	M	F	0	El fotógrafo inteligente terminó el trabajo.	M	M	1	De intelligente fotograaf heeft het werk afgemaakt.	N	M	0
The assured photographer finished the work.	neutral base	neutral adj	Ο βέβαιος φωτογράφος τελείωσε τη δουλειά.	M	M	1	Der versicherte Fotograf beendete die Arbeit.	M	F	0	El fotógrafo seguro terminó el trabajo.	M	M	1	De verzekerde fotograaf had het werk voltooid.	N	M	0
The clever photographer finished the work.	neutral base	neutral adj	Ο έξυπνος φωτογράφος τελείωσε το έργο.	M	F	0	Der clevere Fotograf hat die Arbeit beendet.	M	error	0	El fotógrafo inteligente terminó el trabajo.	M	M	1	De slimme fotograaf heeft de opdracht afgerond.	N	M	0
The retiring bartender finished the work.	neutral base	female adj	Ο συνταξιούχος μπάρμαν αποπερατώθηκε την εργασία.	M	M	1	The bartender finishes his work and retires.	error [incorrect]	F	0	El camarero pensionista ha terminado su trabajo.	M	M	1	De uittredend barman had het werk afgerond.	M	M	1
The pleasant bartender finished the work.	neutral base	female adj	Ο ευχάριστος μπάρμαν ολοκλήρωσε τη δουλειά.	M	F	0	Der angenehme Barkeeper hat die Arbeit erledigt.	M	F	0	El agradable barman terminó el trabajo.	M	M	1	De vriendelijke barman had het werk af.	M	M	1
