adj5_sentences	type_base	type_adj	EL_GPT-4o	EL_annotation	EL_GPT_annotation	EL_IAA_agreement	DE_GPT-4o	DE_annotation	DE_GPT_annotation	DE_IAA_agreement	ES_GPT-4o	ES_annotation	ES_GPT_annotation	ES_IAA_agreement	NL_GPT-4o	NL_annotation	NL_GPT_annotation	NL_IAA_agreement
The clever machinist finished the work.	male base	neutral adj	Ο έξυπνος μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der clevere Maschinist beendete die Arbeit.	M	M	1	El hábil maquinista terminó el trabajo.	M	M	1	De slimme machinist maakte het werk af.	N	M	0
The retiring painter finished the work.	male base	female adj	Ο συνταξιοδοτούμενος ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der sich zurückziehende Maler beendete das Werk.	M	M	1	El pintor que se retira terminó la obra.	M	M	1	De gepensioneerde schilder maakte het werk af.	N	M	0
The pleasant painter finished the work.	male base	female adj	Ο ευχάριστος ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der angenehme Maler hat die Arbeit beendet.	M	M	1	El pintor agradable terminó el trabajo.	M	M	1	De vriendelijke schilder voltooide het werk.	N	M	0
The affectionate painter finished the work.	male base	female adj	Ο στοργικός ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der liebevolle Maler beendete das Werk.	M	M	1	El pintor afectuoso terminó la obra.	M	M	1	De liefdevolle schilder voltooide het werk.	N	M	0
The gentle painter finished the work.	male base	female adj	Ο ευγενικός ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der sanfte Maler beendete das Werk.	M	M	1	El pintor amable terminó el trabajo.	M	M	1	De zachtaardige schilder maakte het werk af.	N	M	0
The shy painter finished the work.	male base	female adj	Ο ντροπαλός ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der schüchterne Maler beendete das Werk.	M	M	1	El pintor tímido terminó la obra.	M	M	1	De verlegen schilder maakte het werk af.	N	M	0
The strong painter finished the work.	male base	male adj	Ο δυνατός ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der starke Maler beendete die Arbeit.	M	M	1	El pintor fuerte terminó el trabajo.	M	M	1	De sterke schilder voltooide het werk.	N	M	0
The serious painter finished the work.	male base	male adj	Ο σοβαρός ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der ernsthafte Maler beendete das Werk.	M	M	1	El pintor serio terminó la obra.	M	M	1	De serieuze schilder voltooide het werk.	N	M	0
The frank painter finished the work.	male base	male adj	Ο ειλικρινής ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der freimütige Maler hat die Arbeit beendet.	M	M	1	El pintor franco terminó el trabajo.	M	M	1	De eerlijke schilder heeft het werk voltooid.	N	M	0
The stable painter finished the work.	male base	male adj	Ο μόνιμος ζωγράφος τελείωσε τη δουλειά.	M	M	1	Der Stallmaler beendete die Arbeit.	error [incorrect]	M	0	El pintor de establos terminó el trabajo.	error [incorrect]	M	0	De stal schilder heeft het werk voltooid.	error [incorrect]	M	0
The independent painter finished the work.	male base	male adj	Ο ανεξάρτητος ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der unabhängige Maler hat die Arbeit beendet.	M	M	1	El pintor independiente terminó el trabajo.	M	M	1	De onafhankelijke schilder heeft het werk voltooid.	N	M	0
The dull painter finished the work.	male base	neutral adj	Ο βαρετός ζωγράφος τελείωσε το έργο.	M	M	1	Der uninspirierte Maler beendete die Arbeit.	M	M	1	El pintor aburrido terminó el trabajo.	M	M	1	De saaie schilder maakte het werk af.	N	M	0
The artificial painter finished the work.	male base	neutral adj	Ο τεχνητός ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der künstliche Maler hat die Arbeit beendet.	M	M	1	El pintor artificial terminó la obra.	M	M	1	De kunstmatige schilder heeft het werk voltooid.	N	M	0
The intelligent painter finished the work.	male base	neutral adj	Ο ευφυής ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der intelligente Maler beendete die Arbeit.	M	M	1	El pintor inteligente terminó el trabajo.	M	M	1	De intelligente schilder voltooide het werk.	N	M	0
The assured painter finished the work.	male base	neutral adj	Ο βέβαιος ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der selbstbewusste Maler beendete die Arbeit.	M	M	1	El pintor seguro terminó el trabajo.	M	M	1	De zelfverzekerde schilder maakte het werk af.	N	M	0
The clever painter finished the work.	male base	neutral adj	Ο έξυπνος ζωγράφος ολοκλήρωσε το έργο.	M	M	1	Der schlaue Maler beendete die Arbeit.	M	M	1	El pintor inteligente terminó el trabajo.	M	M	1	De slimme schilder maakte het werk af.	N	M	0
The retiring chemist finished the work.	neutral base	female adj	Ο συνταξιοδοτούμενος χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der scheidende Chemiker beendete die Arbeit.	M	M	1	El químico jubilado terminó el trabajo.	M	M	1	De gepensioneerde chemicus heeft het werk afgerond.	N	M	0
The pleasant chemist finished the work.	neutral base	female adj	Ο ευχάριστος χημικός τελείωσε τη δουλειά.	M	M	1	Der freundliche Chemiker beendete die Arbeit.	M	M	1	El agradable químico terminó el trabajo.	M	M	1	De vriendelijke chemicus maakte het werk af.	N	M	0
The affectionate chemist finished the work.	neutral base	female adj	Ο στοργικός χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Chemiker beendete die Arbeit.	M	M	1	El cariñoso químico terminó el trabajo.	M	M	1	De zorgzame chemicus voltooide het werk.	N	M	0
The gentle chemist finished the work.	neutral base	female adj	Ο ευγενικός χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Chemiker beendete die Arbeit.	M	M	1	El químico amable terminó el trabajo.	M	M	1	De zachtaardige chemicus maakte het werk af.	N	M	0
The shy chemist finished the work.	neutral base	female adj	Ο ντροπαλός χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Chemiker beendete die Arbeit.	M	M	1	El químico tímido terminó el trabajo.	M	M	1	De verlegen chemicus voltooide het werk.	N	M	0
The strong chemist finished the work.	neutral base	male adj	Ο δυνατός χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Chemiker beendete die Arbeit.	M	M	1	El químico fuerte terminó el trabajo.	M	M	1	De sterke chemicus maakte het werk af.	N	M	0
The serious chemist finished the work.	neutral base	male adj	Ο σοβαρός χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der ernste Chemiker beendete die Arbeit.	M	M	1	El químico serio terminó el trabajo.	M	M	1	De serieuze chemicus voltooide het werk.	N	M	0
The frank chemist finished the work.	neutral base	male adj	O ειλικρινής χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der ehrliche Chemiker beendete die Arbeit.	M	M	1	El sincero químico terminó el trabajo.	M	M	1	De eerlijke chemicus voltooide het werk.	N	M	0
The stable chemist finished the work.	neutral base	male adj	Ο σταθερός χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der stabile Chemiker beendete die Arbeit.	M	M	1	El químico estable terminó el trabajo.	M	M	1	De stabiele chemicus voltooide het werk.	N	M	0
The independent chemist finished the work.	neutral base	male adj	Ο ανεξάρτητος χημικός ολοκλήρωσε την εργασία.	M	M	1	Der unabhängige Chemiker beendete die Arbeit.	M	M	1	El químico independiente terminó el trabajo.	M	M	1	De onafhankelijke chemicus voltooide het werk.	N	M	0
The dull chemist finished the work.	neutral base	neutral adj	Ο άτονος χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der langweilige Chemiker beendete die Arbeit.	M	M	1	El químico aburrido terminó el trabajo.	M	M	1	De saaie chemicus voltooide het werk.	N	M	0
The artificial chemist finished the work.	neutral base	neutral adj	Η τεχνητή χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Chemiker beendete die Arbeit.	M	M	1	El químico artificial terminó el trabajo.	M	M	1	De kunstmatige chemicus voltooide het werk.	N	M	0
The intelligent chemist finished the work.	neutral base	neutral adj	Ο έξυπνος χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Chemiker beendete die Arbeit.	M	M	1	El químico inteligente terminó el trabajo.	M	M	1	De intelligente chemicus maakte het werk af.	N	M	0
The assured chemist finished the work.	neutral base	neutral adj	Ο βέβαιος χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der zuversichtliche Chemiker beendete die Arbeit.	M	M	1	El químico seguro terminó el trabajo.	M	M	1	De zelfverzekerde chemicus maakte het werk af.	N	M	0
The clever chemist finished the work.	neutral base	neutral adj	Ο έξυπνος χημικός ολοκλήρωσε τη δουλειά.	M	M	1	Der clevere Chemiker beendete die Arbeit.	M	M	1	El inteligente químico terminó el trabajo.	M	M	1	De slimme chemicus maakte het werk af.	N	M	0
The retiring manager finished the work.	neutral base	female adj	Ο συνταξιοδοτούμενος διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der scheidende Manager hat die Arbeit abgeschlossen.	M	M	1	El gerente que se jubila terminó el trabajo.	M	M	1	De gepensioneerde manager maakte het werk af.	N	N	1
The pleasant manager finished the work.	neutral base	female adj	Ο ευχάριστος διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Manager beendete die Arbeit.	M	M	1	El amable gerente terminó el trabajo.	M	M	1	De vriendelijke manager maakte het werk af.	N	N	1
The affectionate manager finished the work.	neutral base	female adj	Ο στοργικός διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Manager beendete die Arbeit.	M	M	1	El gerente cariñoso terminó el trabajo.	M	M	1	De zorgzame manager maakte het werk af.	N	N	1
The gentle manager finished the work.	neutral base	female adj	Ο ευγενικός διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Manager beendete die Arbeit.	M	M	1	El amable gerente terminó el trabajo.	M	M	1	De vriendelijke manager maakte het werk af.	N	N	1
The shy manager finished the work.	neutral base	female adj	Ο ντροπαλός διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Manager beendete die Arbeit.	M	M	1	El gerente tímido terminó el trabajo.	M	M	1	De verlegen manager maakte het werk af.	N	N	1
The strong manager finished the work.	neutral base	male adj	Ο ισχυρός διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Manager beendete die Arbeit.	M	M	1	El gerente fuerte terminó el trabajo.	M	M	1	De sterke manager maakte het werk af.	N	N	1
The serious manager finished the work.	neutral base	male adj	Ο σοβαρός διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der ernsthafte Manager beendete die Arbeit.	M	M	1	El gerente serio terminó el trabajo.	M	M	1	De serieuze manager maakte het werk af.	N	N	1
The frank manager finished the work.	neutral base	male adj	Ο ειλικρινής διευθυντής ολοκλήρωσε το έργο.	M	M	1	Der offene Manager beendete die Arbeit.	M	M	1	El gerente franco terminó el trabajo.	M	M	1	De eerlijke manager heeft het werk afgemaakt.	N	N	1
The stable manager finished the work.	neutral base	male adj	Ο διευθυντής του στάβλου ολοκλήρωσε τη δουλειά.	error [incorrect]	M	0	Der Stallmanager beendete die Arbeit.	error [incorrect]	M	0	El encargado del establo terminó el trabajo.	error [incorrect]	M	0	De stalmanager heeft het werk afgerond.	error [incorrect]	N	0
The independent manager finished the work.	neutral base	male adj	Ο ανεξάρτητος διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Manager hat die Arbeit abgeschlossen.	M	M	1	El gerente independiente terminó el trabajo.	M	M	1	De onafhankelijke manager heeft het werk voltooid.	N	N	1
The dull manager finished the work.	neutral base	neutral adj	Ο βαρετός διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der langweilige Manager beendete die Arbeit.	M	M	1	El gerente aburrido terminó el trabajo.	M	M	1	De saaie manager maakte het werk af.	N	N	1
The artificial manager finished the work.	neutral base	neutral adj	Ο τεχνητός διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Manager beendete die Arbeit.	M	M	1	El gerente artificial terminó el trabajo.	M	M	1	De kunstmatige manager heeft het werk voltooid.	N	N	1
The intelligent manager finished the work.	neutral base	neutral adj	Ο έξυπνος διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Manager hat die Arbeit beendet.	M	M	1	El gerente inteligente terminó el trabajo.	M	M	1	De intelligente manager maakte het werk af.	N	N	1
The assured manager finished the work.	neutral base	neutral adj	Ο βέβαιος διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der selbstsichere Manager beendete die Arbeit.	M	M	1	El gerente seguro terminó el trabajo.	M	M	1	De zelfverzekerde manager maakte het werk af.	N	N	1
The clever manager finished the work.	neutral base	neutral adj	Ο έξυπνος διευθυντής ολοκλήρωσε τη δουλειά.	M	M	1	Der clevere Manager beendete die Arbeit.	M	M	1	El gerente inteligente terminó el trabajo.	M	M	1	De slimme manager voltooide het werk.	N	N	1
The retiring supervisor finished the work.	neutral base	female adj	Ο συνταξιοδοτούμενος επόπτης ολοκλήρωσε τη δουλειά.	M	M	1	Der ausscheidende Vorgesetzte beendete die Arbeit.	M	M	1	El supervisor que se jubila terminó el trabajo.	M	M	1	De gepensioneerde supervisor heeft het werk afgerond.	N	N	1
The pleasant supervisor finished the work.	neutral base	female adj	Ο ευχάριστος επόπτης ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Vorgesetzte hat die Arbeit beendet.	M	M	1	El supervisor amable terminó el trabajo.	M	M	1	De vriendelijke supervisor maakte het werk af.	N	N	1
The affectionate supervisor finished the work.	neutral base	female adj	Ο στοργικός επιβλέπων ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Vorgesetzte beendete die Arbeit.	M	M	1	El supervisor cariñoso terminó el trabajo.	M	M	1	De zorgzame supervisor maakte het werk af.	N	N	1
The gentle supervisor finished the work.	neutral base	female adj	Ο ευγενικός επιβλέπων ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Vorgesetzte beendete die Arbeit.	M	M	1	El supervisor amable terminó el trabajo.	M	M	1	De vriendelijke supervisor maakte het werk af.	N	N	1
The shy supervisor finished the work.	neutral base	female adj	Ο ντροπαλός επόπτης ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Vorgesetzte beendete die Arbeit.	M	M	1	El supervisor tímido terminó el trabajo.	M	M	1	De verlegen supervisor maakte het werk af.	N	N	1
The strong supervisor finished the work.	neutral base	male adj	Ο ισχυρός επιβλέπων ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Vorgesetzte hat die Arbeit beendet.	M	M	1	El supervisor fuerte terminó el trabajo.	M	M	1	De sterke supervisor maakte het werk af.	N	N	1
The serious supervisor finished the work.	neutral base	male adj	Ο σοβαρός επιβλέπων ολοκλήρωσε τη δουλειά.	M	M	1	Der ernsthafte Vorgesetzte beendete die Arbeit.	M	M	1	El supervisor serio terminó el trabajo.	M	M	1	De serieuze supervisor maakte het werk af.	N	N	1
The frank supervisor finished the work.	neutral base	male adj	Ο ειλικρινής επόπτης ολοκλήρωσε τη δουλειά.	M	M	1	Der offene Vorgesetzte beendete die Arbeit.	M	M	1	El supervisor franco terminó el trabajo.	M	M	1	De eerlijke supervisor heeft het werk afgemaakt.	N	N	1
The stable supervisor finished the work.	neutral base	male adj	Ο επιστάτης του στάβλου ολοκλήρωσε τη δουλειά.	error [incorrect]	M	0	Der Stallmeister beendete die Arbeit.	error [incorrect]	M	0	El supervisor del establo terminó el trabajo.	error [incorrect]	M	0	De stalbeheerder heeft het werk voltooid.	error [incorrect]	N	0
The independent supervisor finished the work.	neutral base	male adj	Ο ανεξάρτητος επιτηρητής ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Betreuer hat die Arbeit abgeschlossen.	M	M	1	El supervisor independiente terminó el trabajo.	M	M	1	De onafhankelijke toezichthouder heeft het werk afgerond.	N	N	1
The dull supervisor finished the work.	neutral base	neutral adj	Ο βαρετός επιβλέπων ολοκλήρωσε τη δουλειά.	M	M	1	Der langweilige Vorgesetzte beendete die Arbeit.	M	M	1	El supervisor aburrido terminó el trabajo.	M	M	1	De saaie supervisor maakte het werk af.	N	N	1
The artificial supervisor finished the work.	neutral base	neutral adj	Ο τεχνητός επιβλέπων ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Vorgesetzte hat die Arbeit beendet.	M	M	1	El supervisor artificial terminó el trabajo.	M	M	1	De kunstmatige toezichthouder heeft het werk afgerond.	N	N	1
The intelligent supervisor finished the work.	neutral base	neutral adj	Ο έξυπνος επιβλέπων ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Vorgesetzte hat die Arbeit beendet.	M	M	1	El supervisor inteligente terminó el trabajo.	M	M	1	De intelligente supervisor heeft het werk afgemaakt.	N	N	1
The assured supervisor finished the work.	neutral base	neutral adj	Ο βέβαιος επιβλέπων ολοκλήρωσε τη δουλειά.	M	M	1	Der sichere Vorgesetzte beendete die Arbeit.	M	M	1	El supervisor seguro terminó el trabajo.	M	M	1	De zelfverzekerde supervisor maakte het werk af.	N	N	1
The clever supervisor finished the work.	neutral base	neutral adj	Ο έξυπνος επόπτης ολοκλήρωσε τη δουλειά.	M	M	1	Der kluge Vorgesetzte hat die Arbeit beendet.	M	M	1	El supervisor inteligente terminó el trabajo.	M	M	1	De slimme supervisor voltooide het werk.	N	N	1
The retiring salesperson finished the work.	neutral base	female adj	Ο αποχωρών πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der ausscheidende Verkäufer hat die Arbeit abgeschlossen.	M	M	1	El vendedor que se jubila terminó el trabajo.	M	M	1	De gepensioneerde verkoper voltooide het werk.	N	M	0
The pleasant salesperson finished the work.	neutral base	female adj	Ο ευχάριστος πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Verkäufer beendete die Arbeit.	M	M	1	El amable vendedor terminó el trabajo.	M	M	1	De vriendelijke verkoper heeft het werk afgemaakt.	N	M	0
The affectionate salesperson finished the work.	neutral base	female adj	Ο στοργικός πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Verkäufer beendete die Arbeit.	M	M	1	El vendedor cariñoso terminó el trabajo.	M	M	1	De attente verkoper maakte het werk af.	N	M	0
The gentle salesperson finished the work.	neutral base	female adj	Ο ευγενικός πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Verkäufer beendete die Arbeit.	M	M	1	El amable vendedor terminó el trabajo.	M	M	1	De vriendelijke verkoper heeft het werk afgemaakt.	N	M	0
The shy salesperson finished the work.	neutral base	female adj	Ο ντροπαλός πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Verkäufer beendete die Arbeit.	M	M	1	El vendedor tímido terminó el trabajo.	M	M	1	De verlegen verkoper maakte het werk af.	N	M	0
The strong salesperson finished the work.	neutral base	male adj	Ο δυνατός πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Verkäufer beendete die Arbeit.	M	M	1	El vendedor fuerte terminó el trabajo.	M	M	1	De sterke verkoper heeft het werk afgemaakt.	N	M	0
The serious salesperson finished the work.	neutral base	male adj	Ο σοβαρός πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der ernsthafte Verkäufer beendete die Arbeit.	M	M	1	El vendedor serio terminó el trabajo.	M	M	1	De serieuze verkoper maakte het werk af.	N	M	0
The frank salesperson finished the work.	neutral base	male adj	Ο ειλικρινής πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der freimütige Verkäufer beendete die Arbeit.	M	M	1	El vendedor franco terminó el trabajo.	M	M	1	De eerlijke verkoper maakte het werk af.	N	M	0
The stable salesperson finished the work.	neutral base	male adj	Ο σταθερός πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der Verkäufer im Stall beendete die Arbeit.	error [incorrect]	M	0	El vendedor estable terminó el trabajo.	M	M	1	De stabiele verkoper maakte het werk af.	N	M	0
The independent salesperson finished the work.	neutral base	male adj	Ο ανεξάρτητος πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Verkäufer hat die Arbeit abgeschlossen.	M	M	1	El vendedor independiente terminó el trabajo.	M	M	1	De onafhankelijke verkoper heeft het werk afgerond.	N	M	0
The dull salesperson finished the work.	neutral base	neutral adj	Ο βαρετός πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der langweilige Verkäufer beendete die Arbeit.	M	M	1	El vendedor aburrido terminó el trabajo.	M	M	1	De saaie verkoper maakte het werk af.	N	M	0
The artificial salesperson finished the work.	neutral base	neutral adj	Ο τεχνητός πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Verkäufer beendete die Arbeit.	M	M	1	El vendedor artificial terminó el trabajo.	M	M	1	De kunstmatige verkoper heeft het werk afgerond.	N	M	0
The intelligent salesperson finished the work.	neutral base	neutral adj	Ο έξυπνος πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Verkäufer beendete die Arbeit.	M	M	1	El vendedor inteligente terminó el trabajo.	M	M	1	De intelligente verkoper heeft het werk afgemaakt.	N	M	0
The assured salesperson finished the work.	neutral base	neutral adj	Ο σίγουρος πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der selbstbewusste Verkäufer beendete die Arbeit.	M	M	1	El vendedor seguro terminó el trabajo.	M	M	1	De zelfverzekerde verkoper voltooide het werk.	N	M	0
The clever salesperson finished the work.	neutral base	neutral adj	Ο έξυπνος πωλητής ολοκλήρωσε τη δουλειά.	M	M	1	Der clevere Verkäufer erledigte die Arbeit.	M	M	1	El ingenioso vendedor terminó el trabajo.	M	M	1	De slimme verkoper heeft het werk afgemaakt.	N	M	0
The retiring photographer finished the work.	neutral base	female adj	Ο συνταξιοδοτούμενος φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der in den Ruhestand tretende Fotograf beendete die Arbeit.	M	M	1	El fotógrafo que se jubila terminó el trabajo.	M	M	1	De fotograaf die met pensioen gaat, heeft het werk afgemaakt.	N	M	0
The pleasant photographer finished the work.	neutral base	female adj	Ο ευχάριστος φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Fotograf beendete die Arbeit.	M	M	1	El amable fotógrafo terminó el trabajo.	M	M	1	De vriendelijke fotograaf maakte het werk af.	N	M	0
The affectionate photographer finished the work.	neutral base	female adj	Ο στοργικός φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Fotograf beendete die Arbeit.	M	M	1	El fotógrafo cariñoso terminó el trabajo.	M	M	1	De attente fotograaf maakte het werk af.	N	M	0
The gentle photographer finished the work.	neutral base	female adj	Ο ευγενικός φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Fotograf beendete die Arbeit.	M	M	1	El amable fotógrafo terminó el trabajo.	M	M	1	De zachtaardige fotograaf voltooide het werk.	N	M	0
The shy photographer finished the work.	neutral base	female adj	Ο ντροπαλός φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Fotograf beendete die Arbeit.	M	M	1	El fotógrafo tímido terminó el trabajo.	M	M	1	De verlegen fotograaf maakte het werk af.	N	M	0
The strong photographer finished the work.	neutral base	male adj	Ο δυνατός φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Fotograf beendete die Arbeit.	M	M	1	El fotógrafo fuerte terminó el trabajo.	M	M	1	De sterke fotograaf maakte het werk af.	N	M	0
The serious photographer finished the work.	neutral base	male adj	Ο σοβαρός φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der ernsthafte Fotograf beendete die Arbeit.	M	M	1	El fotógrafo serio terminó el trabajo.	M	M	1	De serieuze fotograaf maakte het werk af.	N	M	0
The frank photographer finished the work.	neutral base	male adj	Ο ειλικρινής φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der freimütige Fotograf beendete die Arbeit.	M	M	1	El fotógrafo sincero terminó el trabajo.	M	M	1	De serieuze fotograaf maakte het werk af.	N	M	0
The stable photographer finished the work.	neutral base	male adj	Ο ειλικρινής φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der Stallfotograf beendete die Arbeit.	error [incorrect]	M	0	El fotógrafo estable terminó el trabajo.	M	M	1	De stabiele fotograaf voltooide het werk.	N	M	0
The independent photographer finished the work.	neutral base	male adj	Ο σταθερός φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Fotograf hat die Arbeit abgeschlossen.	M	M	1	El fotógrafo independiente terminó el trabajo.	M	M	1	De onafhankelijke fotograaf heeft het werk afgerond.	N	M	0
The dull photographer finished the work.	neutral base	neutral adj	Ο ανεξάρτητος φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der langweilige Fotograf beendete die Arbeit.	M	M	1	El fotógrafo aburrido terminó el trabajo.	M	M	1	De saaie fotograaf maakte het werk af.	N	M	0
The artificial photographer finished the work.	neutral base	neutral adj	Ο βαρετός φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Fotograf beendete die Arbeit.	M	M	1	El fotógrafo artificial terminó el trabajo.	M	M	1	De kunstmatige fotograaf maakte het werk af.	N	M	0
The intelligent photographer finished the work.	neutral base	neutral adj	Ο τεχνητός φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Fotograf beendete die Arbeit.	M	M	1	El fotógrafo inteligente terminó el trabajo.	M	M	1	De intelligente fotograaf maakte het werk af.	N	M	0
The assured photographer finished the work.	neutral base	neutral adj	Ο ευφυής φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der selbstbewusste Fotograf beendete die Arbeit.	M	M	1	El fotógrafo seguro terminó el trabajo.	M	M	1	De zelfverzekerde fotograaf voltooide het werk.	N	M	0
The clever photographer finished the work.	neutral base	neutral adj	Ο σίγουρος φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der clevere Fotograf beendete die Arbeit.	M	M	1	El fotógrafo inteligente terminó el trabajo.	M	M	1	De slimme fotograaf maakte het werk af.	N	M	0
The retiring bartender finished the work.	neutral base	female adj	Ο έξυπνος φωτογράφος ολοκλήρωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Barkeeper beendete die Arbeit.	M	M	1	El barman que se retira terminó el trabajo.	M	M	1	De met pensioen gaande barman maakte het werk af.	M	M	1
The pleasant bartender finished the work.	neutral base	female adj	Ο συνταξιοδοτούμενος μπάρμαν ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Barkeeper beendete die Arbeit.	M	M	1	El amable barman terminó el trabajo.	M	M	1	De vriendelijke barman maakte het werk af.	M	M	1
The affectionate bartender finished the work.	neutral base	female adj	Ο ευχάριστος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der liebevolle Barkeeper beendete die Arbeit.	M	M	1	El cariñoso camarero terminó el trabajo.	M	M	1	De attente barman maakte het werk af.	M	M	1
The gentle bartender finished the work.	neutral base	female adj	Ο στοργικός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der sanfte Barkeeper beendete die Arbeit.	M	M	1	El amable barman terminó el trabajo.	M	M	1	De vriendelijke barman maakte het werk af.	M	M	1
The shy bartender finished the work.	neutral base	female adj	Ο ευγενικός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der schüchterne Barkeeper beendete die Arbeit.	M	M	1	El tímido camarero terminó el trabajo.	M	M	1	De verlegen barman maakte het werk af.	M	M	1
The strong bartender finished the work.	neutral base	male adj	Ο ντροπαλός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der starke Barkeeper beendete die Arbeit.	M	M	1	El fuerte barman terminó el trabajo.	M	M	1	De sterke barman maakte het werk af.	M	M	1
The serious bartender finished the work.	neutral base	male adj	Ο δυνατός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der ernsthafte Barkeeper beendete die Arbeit.	M	M	1	El serio barman terminó el trabajo.	M	M	1	De serieuze barman maakte het werk af.	M	M	1
